"","environment","name","year","location","zone","zoneone","yield"
"2272","pn_2013","ac_morley","2013","pn",2,2,4.7375
"2273","pn_2013","ac_mackinnon","2013","pn",2,2,4.0775
"2274","pn_2013","ac_sampson","2013","pn",2,2,4.0875
"2275","pn_2013","emmit","2013","pn",2,2,4.635
"2276","pn_2013","r045","2013","pn",2,2,4.54
"2277","pn_2013","ava","2013","pn",2,2,4.55
"2278","pn_2013","wentworth","2013","pn",2,2,4.6075
"2279","pn_2013","ph55","2013","pn",2,2,4.715
"2280","pn_2013","branson","2013","pn",2,2,4.95
"2281","pn_2013","benefit","2013","pn",2,2,4.6225
"2282","pn_2013","e0028w","2013","pn",2,2,3.3525
"2283","pn_2013","hy_116-srw","2013","pn",2,2,4.43
"2284","pn_2013","25w43","2013","pn",2,2,3.5975
"2285","pn_2013","princeton","2013","pn",2,2,3.8075
"2286","pn_2013","brooklyn","2013","pn",2,2,4.46
"2287","pn_2013","priesley","2013","pn",2,2,4.825
"2288","pn_2013","25r39","2013","pn",2,2,3.8475
"2289","pn_2013","keldin","2013","pn",2,2,4.4275
"2290","pn_2013","wave","2013","pn",2,2,5.005
"2291","pn_2013","oac_amber","2013","pn",2,2,3.025
"2292","pn_2013","cm614","2013","pn",2,2,4.4325
"2293","pn_2013","hy_300-hrw","2013","pn",2,2,4.455
"2294","pn_2013","wb425","2013","pn",2,2,5.44
"2295","pn_2013","secord","2013","pn",2,2,5.1125
"2296","pn_2013","gallus","2013","pn",2,2,4.725
"2297","pn_2013","venture","2013","pn",2,2,3.985
"2298","pn_2013","whitebear","2013","pn",2,2,4.8275
"2299","pn_2013","25r34","2013","pn",2,2,4.75
"2300","pn_2013","25r40","2013","pn",2,2,5.115
"2301","pn_2013","hy_412-srw","2013","pn",2,2,4.6925
"2302","pn_2013","hy_301-hrw","2013","pn",2,2,4.3175
"2303","pn_2013","emperor","2013","pn",2,2,4.865
"2304","pn_2013","oac_flight","2013","pn",2,2,4.4675
"2305","pn_2013","marker","2013","pn",2,2,4.28
"2306","pn_2013","ugrc_ring","2013","pn",2,2,4.345
"2307","pn_2014","ac_morley","2014","pn",2,2,6.1425
"2308","pn_2014","ac_sampson","2014","pn",2,2,6.86
"2309","pn_2014","emmit","2014","pn",2,2,6.8175
"2310","pn_2014","r045","2014","pn",2,2,6.6
"2311","pn_2014","ava","2014","pn",2,2,7.11228
"2312","pn_2014","wentworth","2014","pn",2,2,6.035
"2313","pn_2014","ph55","2014","pn",2,2,6.0475
"2314","pn_2014","branson","2014","pn",2,2,6.69895
"2315","pn_2014","benefit","2014","pn",2,2,6.0225
"2316","pn_2014","e0028w","2014","pn",2,2,6.515
"2317","pn_2014","hy_116-srw","2014","pn",2,2,6.245
"2318","pn_2014","princeton","2014","pn",2,2,6.475
"2319","pn_2014","priesley","2014","pn",2,2,6.695
"2320","pn_2014","keldin","2014","pn",2,2,6.8675
"2321","pn_2014","wave","2014","pn",2,2,6.68
"2322","pn_2014","cm614","2014","pn",2,2,7.0025
"2323","pn_2014","wb425","2014","pn",2,2,7.15
"2324","pn_2014","secord","2014","pn",2,2,7.25448
"2325","pn_2014","gallus","2014","pn",2,2,6.705
"2326","pn_2014","venture","2014","pn",2,2,6.345
"2327","pn_2014","whitebear","2014","pn",2,2,5.7075
"2328","pn_2014","25r34","2014","pn",2,2,7.5475
"2329","pn_2014","25r40","2014","pn",2,2,6.2125
"2330","pn_2014","hy_412-srw","2014","pn",2,2,6.4975
"2331","pn_2014","hy_301-hrw","2014","pn",2,2,6.1125
"2332","pn_2014","emperor","2014","pn",2,2,6.4275
"2333","pn_2014","oac_flight","2014","pn",2,2,6.5775
"2334","pn_2014","marker","2014","pn",2,2,6.9725
"2335","pn_2014","ugrc_ring","2014","pn",2,2,6.425
"2336","pn_2014","ugrc_c2-5","2014","pn",2,2,7.15
"2337","pn_2015","ac_morley","2015","pn",2,2,4.686
"2338","pn_2015","ac_sampson","2015","pn",2,2,5.3365
"2339","pn_2015","emmit","2015","pn",2,2,4.24775
"2340","pn_2015","ava","2015","pn",2,2,5.405
"2341","pn_2015","branson","2015","pn",2,2,5.1835
"2342","pn_2015","princeton","2015","pn",2,2,3.954
"2343","pn_2015","priesley","2015","pn",2,2,4.857
"2344","pn_2015","keldin","2015","pn",2,2,5.495
"2345","pn_2015","wave","2015","pn",2,2,4.44825
"2346","pn_2015","cm614","2015","pn",2,2,5.13775
"2347","pn_2015","wb425","2015","pn",2,2,5.57
"2348","pn_2015","secord","2015","pn",2,2,4.89025
"2349","pn_2015","gallus","2015","pn",2,2,4.14125
"2350","pn_2015","venture","2015","pn",2,2,4.40325
"2351","pn_2015","25r34","2015","pn",2,2,4.09175
"2352","pn_2015","25r40","2015","pn",2,2,5.48075
"2353","pn_2015","hy_412-srw","2015","pn",2,2,5.61325
"2354","pn_2015","hy_301-hrw","2015","pn",2,2,4.209
"2355","pn_2015","emperor","2015","pn",2,2,4.8
"2356","pn_2015","oac_flight","2015","pn",2,2,4.2655
"2357","pn_2015","marker","2015","pn",2,2,4.602
"2358","pn_2015","ugrc_ring","2015","pn",2,2,4.71375
"2359","pn_2015","ugrc_c2-5","2015","pn",2,2,5.44925
"2360","pn_2015","25r46","2015","pn",2,2,4.289
"2361","pn_2015","cruze","2015","pn",2,2,4.999
"2362","pn_2015","ds572srw","2015","pn",2,2,5.2875
"2363","pn_2015","25w31","2015","pn",2,2,4.92
"2364","pn_2016","ac_morley","2016","pn",2,2,6.4775
"2365","pn_2016","ac_sampson","2016","pn",2,2,6.7625
"2366","pn_2016","emmit","2016","pn",2,2,7.3625
"2367","pn_2016","ava","2016","pn",2,2,8.025
"2368","pn_2016","branson","2016","pn",2,2,7.235
"2369","pn_2016","princeton","2016","pn",2,2,6.8375
"2370","pn_2016","priesley","2016","pn",2,2,7.3775
"2371","pn_2016","25r39","2016","pn",2,2,7.8075
"2372","pn_2016","wave","2016","pn",2,2,7.265
"2373","pn_2016","cm614","2016","pn",2,2,7.54
"2374","pn_2016","wb425","2016","pn",2,2,7.845
"2375","pn_2016","secord","2016","pn",2,2,7.7675
"2376","pn_2016","gallus","2016","pn",2,2,7.6
"2377","pn_2016","venture","2016","pn",2,2,5.705
"2378","pn_2016","25r34","2016","pn",2,2,7.61
"2379","pn_2016","25r40","2016","pn",2,2,7.64
"2380","pn_2016","hy_412-srw","2016","pn",2,2,7.4025
"2381","pn_2016","hy_301-hrw","2016","pn",2,2,7.435
"2382","pn_2016","emperor","2016","pn",2,2,7.17925
"2383","pn_2016","oac_flight","2016","pn",2,2,6.8125
"2384","pn_2016","marker","2016","pn",2,2,7.85274
"2385","pn_2016","ugrc_ring","2016","pn",2,2,8.33
"2386","pn_2016","ugrc_c2-5","2016","pn",2,2,7.2425
"2387","pn_2016","25r46","2016","pn",2,2,6.155
"2388","pn_2016","cruze","2016","pn",2,2,7.6275
"2389","pn_2016","ds572srw","2016","pn",2,2,7.8225
"2390","pn_2016","25w31","2016","pn",2,2,6.315
"2391","pn_2016","jdc78","2016","pn",2,2,6.07274
"2392","pn_2016","drew","2016","pn",2,2,7.045
"2393","pn_2016","ugrc_gl164","2016","pn",2,2,7.2575
"2394","pn_2016","ds654srw","2016","pn",2,2,7.6075
"2395","pn_2016","ds743srw","2016","pn",2,2,7.1225
"2396","pn_2016","curtis","2016","pn",2,2,6.445
"2397","pn_2017","ac_morley","2017","pn",2,2,5.166
"2398","pn_2017","ac_sampson","2017","pn",2,2,4.8925
"2399","pn_2017","emmit","2017","pn",2,2,4.585
"2400","pn_2017","ava","2017","pn",2,2,5.6975
"2401","pn_2017","branson","2017","pn",2,2,6.2125
"2402","pn_2017","princeton","2017","pn",2,2,5.4075
"2403","pn_2017","priesley","2017","pn",2,2,5.945
"2404","pn_2017","wave","2017","pn",2,2,4.815
"2405","pn_2017","cm614","2017","pn",2,2,5.6575
"2406","pn_2017","wb425","2017","pn",2,2,5.1925
"2407","pn_2017","secord","2017","pn",2,2,5.1425
"2408","pn_2017","gallus","2017","pn",2,2,5.7025
"2409","pn_2017","25r34","2017","pn",2,2,5.57
"2410","pn_2017","25r40","2017","pn",2,2,6.4825
"2411","pn_2017","hy_412-srw","2017","pn",2,2,5.775
"2412","pn_2017","hy_301-hrw","2017","pn",2,2,5.5925
"2413","pn_2017","emperor","2017","pn",2,2,4.72426
"2414","pn_2017","oac_flight","2017","pn",2,2,4.045
"2415","pn_2017","marker","2017","pn",2,2,5.6725
"2416","pn_2017","ugrc_ring","2017","pn",2,2,6.0675
"2417","pn_2017","25r46","2017","pn",2,2,4.556
"2418","pn_2017","cruze","2017","pn",2,2,5.235
"2419","pn_2017","ds572srw","2017","pn",2,2,5.7925
"2420","pn_2017","25w31","2017","pn",2,2,4.445
"2421","pn_2017","jdc78","2017","pn",2,2,4.95
"2422","pn_2017","drew","2017","pn",2,2,4.5075
"2423","pn_2017","ugrc_gl164","2017","pn",2,2,4.33
"2424","pn_2017","measure","2017","pn",2,2,5.745
"2425","pn_2017","ds654srw","2017","pn",2,2,6.1625
"2426","pn_2017","ds743srw","2017","pn",2,2,5.905
"2427","pn_2017","25r61","2017","pn",2,2,5.355
"2428","pn_2017","25r74","2017","pn",2,2,6.1875
"2429","pn_2017","arnold","2017","pn",2,2,4.965
"2430","pn_2018","ac_morley","2018","pn",2,2,6.65
"2431","pn_2018","ava","2018","pn",2,2,7.7725
"2432","pn_2018","branson","2018","pn",2,2,7.5575
"2433","pn_2018","e0028w","2018","pn",2,2,7.59
"2434","pn_2018","princeton","2018","pn",2,2,6.575
"2435","pn_2018","priesley","2018","pn",2,2,7.2125
"2436","pn_2018","wave","2018","pn",2,2,6.5825
"2437","pn_2018","cm614","2018","pn",2,2,8.04
"2438","pn_2018","secord","2018","pn",2,2,7.2675
"2439","pn_2018","gallus","2018","pn",2,2,6.855
"2440","pn_2018","25r40","2018","pn",2,2,7.2225
"2441","pn_2018","emperor","2018","pn",2,2,7.69
"2442","pn_2018","frontenac","2018","pn",2,2,7.4775
"2443","pn_2018","marker","2018","pn",2,2,7.625
"2444","pn_2018","ugrc_ring","2018","pn",2,2,6.9325
"2445","pn_2018","25r46","2018","pn",2,2,6.94
"2446","pn_2018","cruze","2018","pn",2,2,6.785
"2447","pn_2018","ds572srw","2018","pn",2,2,7.7375
"2448","pn_2018","25w31","2018","pn",2,2,6.5825
"2449","pn_2018","jdc78","2018","pn",2,2,6.535
"2450","pn_2018","drew","2018","pn",2,2,6.71
"2451","pn_2018","measure","2018","pn",2,2,7.045
"2452","pn_2018","b654srw","2018","pn",2,2,7.955
"2453","pn_2018","b743srw","2018","pn",2,2,6.6525
"2454","pn_2018","25r61","2018","pn",2,2,7.7375
"2455","pn_2018","25r74","2018","pn",2,2,7.6625
"2456","pn_2018","arnold","2018","pn",2,2,6.26
"2457","pn_2018","lexington","2018","pn",2,2,6.64
"2458","rn_2007","ac_morley","2007","rn",1,1,6.82
"2459","rn_2007","superior","2007","rn",1,1,6.91
"2460","rn_2007","ac_mackinnon","2007","rn",1,1,7.33
"2461","rn_2007","ac_mountain","2007","rn",1,1,7.23
"2462","rn_2007","maxine","2007","rn",1,1,5.95
"2463","rn_2007","wisdom","2007","rn",1,1,6.81
"2464","rn_2007","warwick","2007","rn",1,1,6.6
"2465","rn_2007","warthog","2007","rn",1,1,7.26
"2466","rn_2007","harvard","2007","rn",1,1,6.59
"2467","rn_2007","carlisle","2007","rn",1,1,6.58
"2468","rn_2007","vienna","2007","rn",1,1,6.64
"2469","rn_2007","ft_wonder","2007","rn",1,1,6.73
"2470","rn_2007","ac_sampson","2007","rn",1,1,6.21
"2471","rn_2007","25r47","2007","rn",1,1,8.34
"2472","rn_2007","ashley","2007","rn",1,1,7.3
"2473","rn_2007","25w41","2007","rn",1,1,7.9
"2474","rn_2007","tribute","2007","rn",1,1,7.44
"2475","rn_2007","d8006w","2007","rn",1,1,7.36
"2476","rn_2007","emmit","2007","rn",1,1,7.96
"2477","rn_2007","e1007r","2007","rn",1,1,7.43
"2478","rn_2007","r045","2007","rn",1,1,7.85
"2479","rn_2007","huntley","2007","rn",1,1,7.56
"2480","rn_2007","becher","2007","rn",1,1,7.92
"2481","rn_2007","ava","2007","rn",1,1,7.51
"2482","rn_2007","wentworth","2007","rn",1,1,7.37
"2483","rn_2007","adv_dyno","2007","rn",1,1,6.96
"2484","rn_2007","fthp_redeemer","2007","rn",1,1,5.81
"2485","rn_2007","ph55","2007","rn",1,1,7.22
"2486","rn_2007","e1009w","2007","rn",1,1,7.74
"2487","rn_2007","25r56","2007","rn",1,1,8.3
"2488","rn_2007","ninja","2007","rn",1,1,7.47
"2489","rn_2007","branson","2007","rn",1,1,7.76
"2490","rn_2007","otf013-081","2007","rn",1,1,6.05
"2491","rn_2007","benefit","2007","rn",1,1,6.2
"2492","rn_2007","stanford","2007","rn",1,1,6.12
"2493","rn_2007","e0028w","2007","rn",1,1,7.62
"2494","rn_2007","25r51","2007","rn",1,1,8.06
"2495","rn_2008","ac_morley","2008","rn",1,1,6.99
"2496","rn_2008","superior","2008","rn",1,1,6.67
"2497","rn_2008","ac_mackinnon","2008","rn",1,1,6.45
"2498","rn_2008","ac_mountain","2008","rn",1,1,6.42
"2499","rn_2008","maxine","2008","rn",1,1,6.76
"2500","rn_2008","warthog","2008","rn",1,1,6.42
"2501","rn_2008","harvard","2008","rn",1,1,6.1
"2502","rn_2008","carlisle","2008","rn",1,1,6.36
"2503","rn_2008","vienna","2008","rn",1,1,5.87
"2504","rn_2008","ft_wonder","2008","rn",1,1,6.66
"2505","rn_2008","25r47","2008","rn",1,1,7.52
"2506","rn_2008","ashley","2008","rn",1,1,7.55
"2507","rn_2008","25w41","2008","rn",1,1,6.91
"2508","rn_2008","d8006w","2008","rn",1,1,6.59
"2509","rn_2008","emmit","2008","rn",1,1,6.63
"2510","rn_2008","e1007r","2008","rn",1,1,7.03
"2511","rn_2008","r045","2008","rn",1,1,6.74
"2512","rn_2008","huntley","2008","rn",1,1,7.15
"2513","rn_2008","becher","2008","rn",1,1,6.89
"2514","rn_2008","ava","2008","rn",1,1,6.34
"2515","rn_2008","wentworth","2008","rn",1,1,7.01
"2516","rn_2008","adv_dyno","2008","rn",1,1,6.32
"2517","rn_2008","fthp_redeemer","2008","rn",1,1,5.92
"2518","rn_2008","ph55","2008","rn",1,1,6.8
"2519","rn_2008","e1009w","2008","rn",1,1,5.9
"2520","rn_2008","25r56","2008","rn",1,1,6.3
"2521","rn_2008","branson","2008","rn",1,1,7.19
"2522","rn_2008","otf013-081","2008","rn",1,1,6.24
"2523","rn_2008","stanford","2008","rn",1,1,6.34
"2524","rn_2008","e0028w","2008","rn",1,1,7.05
"2525","rn_2008","25r51","2008","rn",1,1,7.28
"2526","rn_2008","hy_116-srw","2008","rn",1,1,6.63
"2527","rn_2008","25w36","2008","rn",1,1,7.13
"2528","rn_2008","25w43","2008","rn",1,1,6.54
"2529","rn_2008","princeton","2008","rn",1,1,7.18
"2530","rn_2008","brooklyn","2008","rn",1,1,8
"2531","rn_2008","surge","2008","rn",1,1,7.01
"2532","rn_2008","priesley","2008","rn",1,1,6.78
"2533","rn_2009","ac_morley","2009","rn",1,1,5.75
"2534","rn_2009","superior","2009","rn",1,1,6.09
"2535","rn_2009","ac_mackinnon","2009","rn",1,1,6.1
"2536","rn_2009","ac_mountain","2009","rn",1,1,6.34
"2537","rn_2009","maxine","2009","rn",1,1,5.26
"2538","rn_2009","warthog","2009","rn",1,1,5.97
"2539","rn_2009","harvard","2009","rn",1,1,5.49
"2540","rn_2009","carlisle","2009","rn",1,1,5.62
"2541","rn_2009","vienna","2009","rn",1,1,5.9
"2542","rn_2009","ft_wonder","2009","rn",1,1,6.03
"2543","rn_2009","25r47","2009","rn",1,1,6.36
"2544","rn_2009","d8006w","2009","rn",1,1,6.52
"2545","rn_2009","emmit","2009","rn",1,1,6.11
"2546","rn_2009","e1007r","2009","rn",1,1,6.98
"2547","rn_2009","r045","2009","rn",1,1,6.67
"2548","rn_2009","huntley","2009","rn",1,1,6.8
"2549","rn_2009","becher","2009","rn",1,1,6.79
"2550","rn_2009","ava","2009","rn",1,1,6.34
"2551","rn_2009","wentworth","2009","rn",1,1,6.39
"2552","rn_2009","adv_dyno","2009","rn",1,1,5.44
"2553","rn_2009","ph55","2009","rn",1,1,6.15
"2554","rn_2009","e1009w","2009","rn",1,1,5.99
"2555","rn_2009","25r56","2009","rn",1,1,5.98
"2556","rn_2009","branson","2009","rn",1,1,6.29
"2557","rn_2009","stanford","2009","rn",1,1,5.64
"2558","rn_2009","e0028w","2009","rn",1,1,6.6
"2559","rn_2009","25r51","2009","rn",1,1,6.17
"2560","rn_2009","hy_116-srw","2009","rn",1,1,6.5
"2561","rn_2009","25w36","2009","rn",1,1,6.56
"2562","rn_2009","25w43","2009","rn",1,1,6.53
"2563","rn_2009","princeton","2009","rn",1,1,6.05
"2564","rn_2009","brooklyn","2009","rn",1,1,6.66
"2565","rn_2009","surge","2009","rn",1,1,6.6
"2566","rn_2009","otf013-081","2009","rn",1,1,5.38
"2567","rn_2009","25r39","2009","rn",1,1,6.38
"2568","rn_2009","keldin","2009","rn",1,1,6.26
"2569","rn_2009","palmer","2009","rn",1,1,6.86
"2570","rn_2009","laurel","2009","rn",1,1,6.53
"2571","rn_2009","wave","2009","rn",1,1,6.58
"2572","rn_2010","ac_morley","2010","rn",1,1,6.2925
"2573","rn_2010","superior","2010","rn",1,1,6.0425
"2574","rn_2010","ac_mackinnon","2010","rn",1,1,6.5925
"2575","rn_2010","harvard","2010","rn",1,1,5.6725
"2576","rn_2010","25r47","2010","rn",1,1,6.28
"2577","rn_2010","d8006w","2010","rn",1,1,6.14
"2578","rn_2010","emmit","2010","rn",1,1,6.6975
"2579","rn_2010","e1007r","2010","rn",1,1,5.9475
"2580","rn_2010","r045","2010","rn",1,1,6.7275
"2581","rn_2010","huntley","2010","rn",1,1,6.5025
"2582","rn_2010","becher","2010","rn",1,1,5.9725
"2583","rn_2010","ava","2010","rn",1,1,6.79
"2584","rn_2010","wentworth","2010","rn",1,1,5.7675
"2585","rn_2010","ph55","2010","rn",1,1,6.0425
"2586","rn_2010","e1009w","2010","rn",1,1,6.4675
"2587","rn_2010","25r56","2010","rn",1,1,6.7425
"2588","rn_2010","branson","2010","rn",1,1,6.43328
"2589","rn_2010","stanford","2010","rn",1,1,5.5175
"2590","rn_2010","e0028w","2010","rn",1,1,6.0975
"2591","rn_2010","25r51","2010","rn",1,1,6.0025
"2592","rn_2010","hy_116-srw","2010","rn",1,1,5.3275
"2593","rn_2010","25w36","2010","rn",1,1,6.85
"2594","rn_2010","princeton","2010","rn",1,1,5.8825
"2595","rn_2010","brooklyn","2010","rn",1,1,5.9225
"2596","rn_2010","priesley","2010","rn",1,1,6.185
"2597","rn_2010","25r39","2010","rn",1,1,6.5325
"2598","rn_2010","keldin","2010","rn",1,1,5.95
"2599","rn_2010","palmer","2010","rn",1,1,6.21
"2600","rn_2010","laurel","2010","rn",1,1,6.6175
"2601","rn_2010","wave","2010","rn",1,1,6.125
"2602","rn_2010","hy_271-srw","2010","rn",1,1,5.75
"2603","rn_2010","oac_snow","2010","rn",1,1,5.1725
"2604","rn_2010","oac_amber","2010","rn",1,1,4.3675
"2605","rn_2010","cm614","2010","rn",1,1,5.93
"2606","rn_2011","ac_morley","2011","rn",1,1,6.04
"2607","rn_2011","superior","2011","rn",1,1,5.6925
"2608","rn_2011","ac_mackinnon","2011","rn",1,1,5.8225
"2609","rn_2011","ac_sampson","2011","rn",1,1,5.765
"2610","rn_2011","25r47","2011","rn",1,1,6.83
"2611","rn_2011","emmit","2011","rn",1,1,6.195
"2612","rn_2011","e1007r","2011","rn",1,1,6.3275
"2613","rn_2011","r045","2011","rn",1,1,6.685
"2614","rn_2011","huntley","2011","rn",1,1,5.625
"2615","rn_2011","ava","2011","rn",1,1,6.42
"2616","rn_2011","wentworth","2011","rn",1,1,5.96
"2617","rn_2011","ph55","2011","rn",1,1,6.495
"2618","rn_2011","e1009w","2011","rn",1,1,6.095
"2619","rn_2011","25r56","2011","rn",1,1,6.3025
"2620","rn_2011","branson","2011","rn",1,1,6.6875
"2621","rn_2011","benefit","2011","rn",1,1,5.4
"2622","rn_2011","e0028w","2011","rn",1,1,6.56
"2623","rn_2011","25r51","2011","rn",1,1,5.555
"2624","rn_2011","hy_116-srw","2011","rn",1,1,6.7575
"2625","rn_2011","25w43","2011","rn",1,1,5.915
"2626","rn_2011","princeton","2011","rn",1,1,5.1325
"2627","rn_2011","brooklyn","2011","rn",1,1,6.17
"2628","rn_2011","priesley","2011","rn",1,1,6.7525
"2629","rn_2011","25r39","2011","rn",1,1,6.66
"2630","rn_2011","keldin","2011","rn",1,1,6.3225
"2631","rn_2011","wave","2011","rn",1,1,6.82
"2632","rn_2011","hy_271-srw","2011","rn",1,1,5.8825
"2633","rn_2011","oac_amber","2011","rn",1,1,4.6875
"2634","rn_2011","cm614","2011","rn",1,1,6.345
"2635","rn_2011","hy_300-hrw","2011","rn",1,1,5.415
"2636","rn_2011","wb425","2011","rn",1,1,6.4925
"2637","rn_2011","secord","2011","rn",1,1,6.2525
"2638","rn_2011","gallus","2011","rn",1,1,6.065
"2639","rn_2011","oac_emmy","2011","rn",1,1,5.7475
"2640","rn_2011","oac_flight","2011","rn",1,1,6.3575
"2641","rn_2011","venture","2011","rn",1,1,7.0825
"2642","rn_2011","whitebear","2011","rn",1,1,6.0775
"2643","rn_2011","brome","2011","rn",1,1,5.3325
"2644","rn_2012","ac_morley","2012","rn",1,1,4.2375
"2645","rn_2012","ac_mackinnon","2012","rn",1,1,4.5175
"2646","rn_2012","ac_sampson","2012","rn",1,1,4.1475
"2647","rn_2012","25r47","2012","rn",1,1,5.3875
"2648","rn_2012","emmit","2012","rn",1,1,4.4325
"2649","rn_2012","e1007r","2012","rn",1,1,4.24
"2650","rn_2012","r045","2012","rn",1,1,4.5825
"2651","rn_2012","huntley","2012","rn",1,1,5.2975
"2652","rn_2012","ava","2012","rn",1,1,4.4125
"2653","rn_2012","wentworth","2012","rn",1,1,3.8575
"2654","rn_2012","ph55","2012","rn",1,1,5.235
"2655","rn_2012","e1009w","2012","rn",1,1,4.05
"2656","rn_2012","branson","2012","rn",1,1,5.525
"2657","rn_2012","e0028w","2012","rn",1,1,4.8525
"2658","rn_2012","hy_116-srw","2012","rn",1,1,4.5275
"2659","rn_2012","25w43","2012","rn",1,1,4.76
"2660","rn_2012","princeton","2012","rn",1,1,3.68
"2661","rn_2012","brooklyn","2012","rn",1,1,5.1875
"2662","rn_2012","priesley","2012","rn",1,1,4.5025
"2663","rn_2012","25r39","2012","rn",1,1,6.11
"2664","rn_2012","keldin","2012","rn",1,1,4.53
"2665","rn_2012","wave","2012","rn",1,1,5.7125
"2666","rn_2012","hy_271-srw","2012","rn",1,1,4.7775
"2667","rn_2012","oac_snow","2012","rn",1,1,5.09
"2668","rn_2012","oac_amber","2012","rn",1,1,3.445
"2669","rn_2012","cm614","2012","rn",1,1,4.87
"2670","rn_2012","hy_300-hrw","2012","rn",1,1,4.3325
"2671","rn_2012","wb425","2012","rn",1,1,4.8175
"2672","rn_2012","secord","2012","rn",1,1,5.5075
"2673","rn_2012","gallus","2012","rn",1,1,3.2025
"2674","rn_2012","oac_emmy","2012","rn",1,1,3.9775
"2675","rn_2012","venture","2012","rn",1,1,3.98
"2676","rn_2012","whitebear","2012","rn",1,1,3.51
"2677","rn_2012","25r34","2012","rn",1,1,5.8475
"2678","rn_2012","25r40","2012","rn",1,1,6.3025
"2679","rn_2012","hy_412-srw","2012","rn",1,1,4.7125
"2680","rn_2012","hy_301-hrw","2012","rn",1,1,4.56
"2681","rn_2012","emperor","2012","rn",1,1,5.1275
"2682","rn_2012","oac_flight","2012","rn",1,1,4.795
"2683","rn_2013","ac_morley","2013","rn",1,1,6.4
"2684","rn_2013","ac_mackinnon","2013","rn",1,1,5.73
"2685","rn_2013","ac_sampson","2013","rn",1,1,5.98
"2686","rn_2013","emmit","2013","rn",1,1,6.2825
"2687","rn_2013","r045","2013","rn",1,1,5.7525
"2688","rn_2013","ava","2013","rn",1,1,5.905
"2689","rn_2013","wentworth","2013","rn",1,1,6.3375
"2690","rn_2013","ph55","2013","rn",1,1,6.6975
"2691","rn_2013","branson","2013","rn",1,1,6.75
"2692","rn_2013","benefit","2013","rn",1,1,6.0625
"2693","rn_2013","e0028w","2013","rn",1,1,6.6395
"2694","rn_2013","hy_116-srw","2013","rn",1,1,6.42
"2695","rn_2013","25w43","2013","rn",1,1,6.14
"2696","rn_2013","princeton","2013","rn",1,1,6.415
"2697","rn_2013","brooklyn","2013","rn",1,1,5.76
"2698","rn_2013","priesley","2013","rn",1,1,6.2175
"2699","rn_2013","25r39","2013","rn",1,1,5.99
"2700","rn_2013","keldin","2013","rn",1,1,5.8125
"2701","rn_2013","wave","2013","rn",1,1,7.1925
"2702","rn_2013","oac_amber","2013","rn",1,1,3.6975
"2703","rn_2013","cm614","2013","rn",1,1,6.4175
"2704","rn_2013","hy_300-hrw","2013","rn",1,1,5.71
"2705","rn_2013","wb425","2013","rn",1,1,6.3025
"2706","rn_2013","secord","2013","rn",1,1,7.3875
"2707","rn_2013","gallus","2013","rn",1,1,6.295
"2708","rn_2013","venture","2013","rn",1,1,5.9175
"2709","rn_2013","whitebear","2013","rn",1,1,5.815
"2710","rn_2013","25r34","2013","rn",1,1,7.115
"2711","rn_2013","25r40","2013","rn",1,1,7.1475
"2712","rn_2013","hy_412-srw","2013","rn",1,1,6.0975
"2713","rn_2013","hy_301-hrw","2013","rn",1,1,6.26
"2714","rn_2013","emperor","2013","rn",1,1,6.6425
"2715","rn_2013","oac_flight","2013","rn",1,1,6.13
"2716","rn_2013","marker","2013","rn",1,1,6.85
"2717","rn_2013","ugrc_ring","2013","rn",1,1,6.4625
"2718","rn_2014","ac_morley","2014","rn",1,1,5.915
"2719","rn_2014","ac_sampson","2014","rn",1,1,6.4075
"2720","rn_2014","emmit","2014","rn",1,1,7.4525
"2721","rn_2014","r045","2014","rn",1,1,5.82
"2722","rn_2014","ava","2014","rn",1,1,6.1175
"2723","rn_2014","wentworth","2014","rn",1,1,5.8025
"2724","rn_2014","ph55","2014","rn",1,1,5.9775
"2725","rn_2014","branson","2014","rn",1,1,6.28
"2726","rn_2014","benefit","2014","rn",1,1,5.63
"2727","rn_2014","e0028w","2014","rn",1,1,6.6325
"2728","rn_2014","hy_116-srw","2014","rn",1,1,6.625
"2729","rn_2014","princeton","2014","rn",1,1,5.9175
"2730","rn_2014","priesley","2014","rn",1,1,5.8425
"2731","rn_2014","keldin","2014","rn",1,1,6.3125
"2732","rn_2014","wave","2014","rn",1,1,6.3675
"2733","rn_2014","cm614","2014","rn",1,1,6.4525
"2734","rn_2014","wb425","2014","rn",1,1,6.0075
"2735","rn_2014","secord","2014","rn",1,1,6.215
"2736","rn_2014","gallus","2014","rn",1,1,6.08
"2737","rn_2014","venture","2014","rn",1,1,5.9925
"2738","rn_2014","whitebear","2014","rn",1,1,5.29
"2739","rn_2014","25r34","2014","rn",1,1,6.9925
"2740","rn_2014","25r40","2014","rn",1,1,6.94
"2741","rn_2014","hy_412-srw","2014","rn",1,1,6.6025
"2742","rn_2014","hy_301-hrw","2014","rn",1,1,6.1175
"2743","rn_2014","emperor","2014","rn",1,1,6.685
"2744","rn_2014","oac_flight","2014","rn",1,1,7.175
"2745","rn_2014","marker","2014","rn",1,1,6.985
"2746","rn_2014","ugrc_ring","2014","rn",1,1,6.76
"2747","rn_2014","ugrc_c2-5","2014","rn",1,1,6.8825
"2748","rn_2014","25r46","2014","rn",1,1,6.5125
"2749","rn_2015","ac_morley","2015","rn",1,1,5.595
