"","year","location","name","predicted.value","std.error","status"
"614","2018","id","ugrc_ring",5.94355760159624,0.152040532336954,"Estimable"
"615","2018","id","venture",5.15892457534486,0.165936439781625,"Estimable"
"616","2018","id","vienna",5.25261546633239,0.193163610784295,"Estimable"
"617","2018","id","warthog",5.1902899744489,0.187849218501327,"Estimable"
"618","2018","id","warwick",5.27974121727942,0.288754924078466,"Estimable"
"619","2018","id","wave",5.73367837567955,0.137295698334666,"Estimable"
"620","2018","id","wb425",5.95648632282089,0.153262056914931,"Estimable"
"621","2018","id","wentworth",5.43213030031059,0.141817955663519,"Estimable"
"622","2018","id","whitebear",5.03688513491306,0.189503231292634,"Estimable"
"623","2018","id","wisdom",5.44566224207144,0.288754924078466,"Estimable"
"624","2018","kc","25r34",5.98418954320696,0.224021942748666,"Estimable"
"625","2018","kc","25r39",5.63847308658664,0.219687190341888,"Estimable"
"626","2018","kc","25r40",6.0240426863809,0.215326045172947,"Estimable"
"627","2018","kc","25r46",5.17968458914957,0.24286028493126,"Estimable"
"628","2018","kc","25r47",5.44964403739454,0.219372825376307,"Estimable"
"629","2018","kc","25r51",5.25963746853791,0.226346833108482,"Estimable"
"630","2018","kc","25r56",5.55274399745714,0.226346833108482,"Estimable"
"631","2018","kc","25r61",5.66616486253964,0.283847399339389,"Estimable"
"632","2018","kc","25r74",6.07129456135031,0.283847399339389,"Estimable"
"633","2018","kc","25w31",5.39908736202091,0.246268803584064,"Estimable"
"634","2018","kc","25w36",5.36869806204943,0.24840176852025,"Estimable"
"635","2018","kc","25w41",5.43592238160078,0.269921413764206,"Estimable"
"636","2018","kc","25w43",5.27294086101467,0.225003294502974,"Estimable"
"637","2018","kc","ac_mackinnon",5.25164478241328,0.216114318797445,"Estimable"
"638","2018","kc","ac_morley",5.20385181256258,0.196774630917885,"Estimable"
"639","2018","kc","ac_mountain",5.25796908596791,0.24356223811271,"Estimable"
"640","2018","kc","ac_sampson",5.08009768844813,0.202761735218408,"Estimable"
"641","2018","kc","adv_dyno",5.07699448903044,0.24356223811271,"Estimable"
"642","2018","kc","arnold",4.60045988630415,0.283847399339389,"Estimable"
"643","2018","kc","ashley",5.02799393836945,0.265729335349431,"Estimable"
"644","2018","kc","ava",5.6574123434615,0.196810542230255,"Estimable"
"645","2018","kc","b654srw",5.81154070614143,0.302912397413137,"Estimable"
"646","2018","kc","b743srw",5.06441693040533,0.302912397413137,"Estimable"
"647","2018","kc","becher",5.45292669294055,0.228079406809602,"Estimable"
"648","2018","kc","benefit",5.17610172782132,0.229364921194989,"Estimable"
"649","2018","kc","branson",5.7810685992781,0.196659308870675,"Estimable"
"650","2018","kc","brome",4.30514422114822,0.400453851975792,"Estimable"
"651","2018","kc","brooklyn",5.5240141336619,0.214227869868386,"Estimable"
"652","2018","kc","carlisle",4.96505819412226,0.245768360117155,"Estimable"
"653","2018","kc","carnaval",5.66784946095086,0.448716934307487,"Estimable"
"654","2018","kc","cm614",5.72396101931369,0.202663914313325,"Estimable"
"655","2018","kc","cruze",5.64648559241997,0.240617328327322,"Estimable"
"656","2018","kc","curtis",4.83368252230477,0.379252566608897,"Estimable"
