"","environment","bloc","location","year","name","zone","maturity","height","lodging","seedwt_1000","yield_kgha"
"534","ROBLIN_2019","1","ROBLIN","2019","Topaz","3",97,59,1,5.49,15.48004626952
"535","ROBLIN_2019","2","ROBLIN","2019","AAC Bright","3",118,55,1,5.77,NA
"536","ROBLIN_2019","1","ROBLIN","2019","AAC Prairie Sunshine","3",106,58.5,1,6.16,NA
"537","ROBLIN_2019","2","ROBLIN","2019","FP2590","3",111,54.5,1,6.08,NA
"538","SASKATOON_2019","3","SASKATOON","2019","CDC Rowland","2",137,55,2,7.04,28.2779
"539","SASKATOON_2019","3","SASKATOON","2019","FP2592","2",141,57,1,6.88,28.0789
"540","SASKATOON_2019","1","SASKATOON","2019","CDC Bethune","2",136,71,1,5.91,27.8799
"541","SASKATOON_2019","3","SASKATOON","2019","FP2566","2",140,62,3,5.92,27.7207
"542","SASKATOON_2019","1","SASKATOON","2019","Topaz","2",136,69,1,5.68,27.4222
"543","SASKATOON_2019","3","SASKATOON","2019","AAC Bright","2",139,59,1,5.84,27.4023
"544","SASKATOON_2019","3","SASKATOON","2019","FP2567","2",139,65,2,6.47,27.0441
"545","SASKATOON_2019","1","SASKATOON","2019","FP2592","2",144,70,1,6.68,26.8451
"546","SASKATOON_2019","3","SASKATOON","2019","FP2591","2",141,61,2,6.63,26.7655
"547","SASKATOON_2019","3","SASKATOON","2019","FP2589","2",141,61,2,6.72,26.6461
"548","SASKATOON_2019","2","SASKATOON","2019","FP2566","2",137,63,3,5.94,26.6063
"549","SASKATOON_2019","2","SASKATOON","2019","FP2591","2",139,62,2,6.52,26.467
"550","SASKATOON_2019","3","SASKATOON","2019","FP2590","2",140,64,2,6.44,26.4471
"551","SASKATOON_2019","3","SASKATOON","2019","CDC Bethune","2",138,58,1,5.91,26.2282
"552","SASKATOON_2019","3","SASKATOON","2019","Topaz","2",142,65,2,5.91,26.1088
"553","SASKATOON_2019","3","SASKATOON","2019","FP2594","2",144,64,3,6.35,26.069
"554","SASKATOON_2019","1","SASKATOON","2019","FP2591","2",138,62,1,6.6,25.9496
"555","SASKATOON_2019","3","SASKATOON","2019","CDC Dorado","2",136,56,3,6.27,25.8899
"556","SASKATOON_2019","1","SASKATOON","2019","FP2589","2",139,62,2,6.65,25.7108
"557","SASKATOON_2019","2","SASKATOON","2019","Topaz","2",137,65,2,5.9,25.6113
"558","SASKATOON_2019","3","SASKATOON","2019","CDC Buryu","2",141,62,2,6.11,25.5317
"559","SASKATOON_2019","2","SASKATOON","2019","CDC Bethune","2",137,65,1,5.93,25.4919
"560","SASKATOON_2019","2","SASKATOON","2019","CDC Rowland","2",139,60,2,6.92,25.4919
"561","SASKATOON_2019","1","SASKATOON","2019","FP2566","2",138,63,1,5.77,25.3128
"562","SASKATOON_2019","1","SASKATOON","2019","FP2595","2",141,61,1,6.27,25.3128
"563","SASKATOON_2019","2","SASKATOON","2019","FP2589","2",139,62,2,6.88,25.1934
"564","SASKATOON_2019","3","SASKATOON","2019","FP2593","2",142,64,2,6.9,25.1735
"565","SASKATOON_2019","1","SASKATOON","2019","CDC Buryu","2",137,69,1,5.78,25.1138
"566","SASKATOON_2019","1","SASKATOON","2019","CDC Dorado","2",134,55,2,6.17,25.1138
"567","SASKATOON_2019","2","SASKATOON","2019","FP2590","2",141,62,2,6.56,25.0939
"568","SASKATOON_2019","2","SASKATOON","2019","CDC Glas","2",139,57,1,5.38,24.9745
"569","SASKATOON_2019","1","SASKATOON","2019","FP2593","2",140,62,2,6.74,24.9347
"570","SASKATOON_2019","1","SASKATOON","2019","AAC Marvelous","2",139,63,2,6.13,24.875
"571","SASKATOON_2019","3","SASKATOON","2019","AAC Marvelous","2",139,62,2,6.12,24.875
"572","SASKATOON_2019","3","SASKATOON","2019","CDC Glas","2",139,66,1,5.43,24.7158
"573","SASKATOON_2019","1","SASKATOON","2019","FP2590","2",140,60,2,6.34,24.7158
"574","SASKATOON_2019","2","SASKATOON","2019","AAC Marvelous","2",140,63,2,6.14,24.6959
"575","SASKATOON_2019","1","SASKATOON","2019","CDC Glas","2",138,66,2,5.3,24.6959
"576","SASKATOON_2019","3","SASKATOON","2019","FP2573","2",140,60,3,6.05,24.4969
"577","SASKATOON_2019","2","SASKATOON","2019","FP2593","2",142,66,1,6.97,24.4173
"578","SASKATOON_2019","2","SASKATOON","2019","FP2592","2",144,68,1,6.8,24.278
"579","SASKATOON_2019","2","SASKATOON","2019","FP2573","2",142,65,3,6.23,24.1984
"580","SASKATOON_2019","1","SASKATOON","2019","FP2567","2",140,65,2,6.56,24.1785
"581","SASKATOON_2019","1","SASKATOON","2019","AAC Bright","2",139,65,1,5.86,23.9397
"582","SASKATOON_2019","3","SASKATOON","2019","FP2595","2",142,61,1,6.21,23.7606
"583","SASKATOON_2019","1","SASKATOON","2019","CDC Rowland","2",141,64,1,6.84,23.5019
"584","SASKATOON_2019","1","SASKATOON","2019","AAC Prairie Sunshine","2",140,61,2,5.65,22.7258
"585","SASKATOON_2019","1","SASKATOON","2019","FP2573","2",139,65,2,6.01,22.5865
"586","SASKATOON_2019","2","SASKATOON","2019","FP2595","2",142,65,1,6.18,22.5865
"587","SASKATOON_2019","2","SASKATOON","2019","CDC Dorado","2",135,56,3,6.15,22.4074
"588","SASKATOON_2019","2","SASKATOON","2019","AAC Bright","2",140,66,1,5.8,22.3079
"589","SASKATOON_2019","1","SASKATOON","2019","FP2594","2",141,60,1,6.26,22.1686
"590","SASKATOON_2019","2","SASKATOON","2019","CDC Buryu","2",140,59,2,5.88,22.1089
"591","SASKATOON_2019","3","SASKATOON","2019","AAC Prairie Sunshine","2",141,65,2,5.61,21.9099
"592","SASKATOON_2019","2","SASKATOON","2019","FP2594","2",142,64,1,6.3,21.89
"593","SASKATOON_2019","1","SASKATOON","2019","ND Hammond","2",143,72,1,5.43,21.5119
"594","SASKATOON_2019","2","SASKATOON","2019","AAC Prairie Sunshine","2",142,64,1,5.61,20.7756
"595","SASKATOON_2019","2","SASKATOON","2019","ND Hammond","2",140,60,1,5.58,20.3776
"596","SASKATOON_2019","3","SASKATOON","2019","ND Hammond","2",140,64,1,5.48,19.5816
"597","SASKATOON_2019","2","SASKATOON","2019","FP2567","2",142,69,2,6.26,18.2682
"598","SCOTT_2019","1","SCOTT","2019","FP2590","2",129,59,NA,7.67,46.751875
"599","SCOTT_2019","1","SCOTT","2019","FP2594","2",133,60.5,NA,7.81,45.885735
"600","SCOTT_2019","2","SCOTT","2019","FP2594","2",132,63.5,NA,7.61,45.806995
"601","SCOTT_2019","3","SCOTT","2019","FP2595","2",130,67,NA,7.2,45.767625
"602","SCOTT_2019","2","SCOTT","2019","FP2567","2",131,62,NA,7.54,45.688885
"603","SCOTT_2019","3","SCOTT","2019","FP2573","2",126,62.5,NA,7.35,44.783375
"604","SCOTT_2019","1","SCOTT","2019","FP2589","2",128,57.5,NA,8.19,44.507785
"605","SCOTT_2019","1","SCOTT","2019","CDC Rowland","2",130,61.5,NA,8.22,43.58259
"606","SCOTT_2019","1","SCOTT","2019","FP2591","2",132,58.5,NA,7.9,42.71645
"607","SCOTT_2019","2","SCOTT","2019","FP2595","2",129,63.5,NA,7.42,42.63771
"608","SCOTT_2019","2","SCOTT","2019","FP2592","2",132,65,NA,8.16,42.5196
"609","SCOTT_2019","2","SCOTT","2019","FP2591","2",130,59,NA,7.82,42.303065
"610","SCOTT_2019","3","SCOTT","2019","FP2589","2",125,63,NA,8.02,42.20464
"611","SCOTT_2019","3","SCOTT","2019","FP2594","2",129,62.5,NA,7.52,41.96842
"612","SCOTT_2019","1","SCOTT","2019","FP2567","2",129,58,NA,7.46,41.77157
"613","SCOTT_2019","3","SCOTT","2019","FP2566","2",124,60,NA,6.98,41.751885
"614","SCOTT_2019","3","SCOTT","2019","FP2592","2",127,63,NA,7.98,41.3385
"615","SCOTT_2019","2","SCOTT","2019","FP2589","2",127,61.5,NA,8.12,41.318815
"616","SCOTT_2019","3","SCOTT","2019","CDC Rowland","2",126,58,NA,8.03,41.161335
"617","SCOTT_2019","1","SCOTT","2019","FP2593","2",132,59.5,NA,8.29,40.373935
"618","SCOTT_2019","3","SCOTT","2019","FP2593","2",126,60,NA,8.11,40.03929
"619","SCOTT_2019","1","SCOTT","2019","FP2573","2",129,63.5,NA,7.54,39.96055
"620","SCOTT_2019","1","SCOTT","2019","FP2592","2",133,61,NA,8.19,39.901495
"621","SCOTT_2019","3","SCOTT","2019","AAC Marvelous","2",124,64.5,NA,6.99,39.29126
"622","SCOTT_2019","3","SCOTT","2019","FP2590","2",127,58,NA,7.53,39.192835
"623","SCOTT_2019","1","SCOTT","2019","FP2595","2",132,60,NA,7.59,38.956615
"624","SCOTT_2019","2","SCOTT","2019","FP2590","2",130,52.5,NA,7.55,38.838505
"625","SCOTT_2019","1","SCOTT","2019","FP2566","2",122,54,NA,6.94,38.50386
"626","SCOTT_2019","1","SCOTT","2019","AAC Prairie Sunshine","2",131,62.5,NA,6.48,38.287325
"627","SCOTT_2019","3","SCOTT","2019","AAC Prairie Sunshine","2",131,61,NA,6.41,38.169215
"628","SCOTT_2019","2","SCOTT","2019","AAC Marvelous","2",127,62.5,NA,7.14,38.14953
"629","SCOTT_2019","1","SCOTT","2019","CDC Glas","2",123,59,NA,6.27,38.14953
"630","SCOTT_2019","2","SCOTT","2019","CDC Glas","2",125,58.5,NA,6.38,38.11016
"631","SCOTT_2019","2","SCOTT","2019","AAC Bright","2",131,65.5,NA,6.85,38.090475
"632","SCOTT_2019","3","SCOTT","2019","FP2567","2",128,64,NA,7.48,38.090475
"633","SCOTT_2019","2","SCOTT","2019","FP2566","2",121,61,NA,7.06,37.814885
"634","SCOTT_2019","1","SCOTT","2019","AAC Marvelous","2",127,57,NA,7.08,37.75583
"635","SCOTT_2019","3","SCOTT","2019","FP2591","2",124,60,NA,7.67,37.499925
"636","SCOTT_2019","2","SCOTT","2019","FP2593","2",130,58,NA,8.14,37.20465
"637","SCOTT_2019","2","SCOTT","2019","Topaz","2",121,60,NA,6.59,36.948745
"638","SCOTT_2019","2","SCOTT","2019","FP2573","2",126,62.5,NA,7.29,36.77158
"639","SCOTT_2019","1","SCOTT","2019","CDC Bethune","2",122,56,NA,6.97,36.10229
"640","SCOTT_2019","2","SCOTT","2019","AAC Prairie Sunshine","2",130,59,NA,6.4,36.06292
"641","SCOTT_2019","1","SCOTT","2019","CDC Buryu","2",125,58.5,NA,6.88,36.06292
"642","SCOTT_2019","2","SCOTT","2019","CDC Rowland","2",129,60.5,NA,8.14,35.66922
"643","SCOTT_2019","3","SCOTT","2019","CDC Buryu","2",121,57.5,NA,6.88,34.980245
"644","SCOTT_2019","3","SCOTT","2019","CDC Glas","2",120,55.5,NA,6.35,34.80308
"645","SCOTT_2019","3","SCOTT","2019","ND Hammond","2",127,70.5,NA,5.91,34.68497
"646","SCOTT_2019","3","SCOTT","2019","Topaz","2",120,60,NA,6.64,34.468435
"647","SCOTT_2019","2","SCOTT","2019","CDC Bethune","2",120,57,NA,6.85,34.29127
"648","SCOTT_2019","1","SCOTT","2019","AAC Bright","2",129,58,NA,6.94,33.70072
"649","SCOTT_2019","2","SCOTT","2019","CDC Buryu","2",122,60.5,NA,6.87,33.405445
"650","SCOTT_2019","2","SCOTT","2019","ND Hammond","2",132,68.5,NA,5.97,33.14954
"651","SCOTT_2019","3","SCOTT","2019","CDC Bethune","2",123,62,NA,6.84,33.03143
"652","SCOTT_2019","2","SCOTT","2019","CDC Dorado","2",131,56,NA,7.11,33.03143
"653","SCOTT_2019","1","SCOTT","2019","Topaz","2",120,62,NA,6.64,32.736155
"654","SCOTT_2019","1","SCOTT","2019","ND Hammond","2",129,67.5,NA,5.88,32.696785
"655","SCOTT_2019","3","SCOTT","2019","CDC Dorado","2",133,53.5,NA,7.28,32.40151
"656","SCOTT_2019","3","SCOTT","2019","AAC Bright","2",129,62,NA,6.95,30.51175
"657","SCOTT_2019","1","SCOTT","2019","CDC Dorado","2",128,51.5,NA,7.15,29.940885
"658","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,57.5,1,6.37,40.29952
"659","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,58.5,1,6.58,39.92912
"660","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,59,1,6.93,39.0772
"661","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,55,1,7.14,37.98452
"662","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,59.5,1,6.52,37.94748
"663","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,59,1,6.62,37.70672
"664","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,57,1,6.57,37.63264
"665","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,62,1,6.2,37.55856
"666","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,57.5,1,6.55,37.54004
"667","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,53.5,1,7.22,37.54004
"668","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,65.5,1,6.93,37.48448
"669","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,55.5,1,6.58,37.48448
"670","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,58,1,5.97,37.35484
"671","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,57,1,5.92,37.28076
"672","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,59.5,1,6.8,37.28076
"673","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,58,1,6.43,37.20668
"674","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,57,1,7.16,37.09556
"675","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,57,1,6.83,37.09556
"676","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,54.5,1,6,36.98444
"677","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,61,1,6.82,36.96592
"678","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,55,1,6.47,36.8548
"679","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,52.5,1,6.39,36.8548
"680","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,55,1,6.96,36.70664
"681","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,55,1,6.92,36.70664
"682","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,57.5,1,6.53,36.61404
"683","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,58,1,5.76,36.53996
"684","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,60.5,1,5.59,36.52144
"685","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,54,1,6.59,36.4844
"686","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,59.5,1,5.62,36.42884
"687","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,57,1,5.54,36.42884
"688","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,58.5,1,5.79,36.35476
"689","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,57,1,6.09,36.15104
"690","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,55,1,7.34,36.09548
"691","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,61.5,1,5.86,36.07696
"692","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,54,1,5.59,36.05844
"693","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,57,1,5.91,36.03992
"694","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,54.5,1,7.29,36.0214
"695","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,56.5,1,6.93,36.0214
"696","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,57.5,1,5.93,35.72508
"697","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,62,1,5.96,35.03984
"698","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,60,1,5.96,34.89168
"699","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,65,1,5.79,34.74352
"700","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,57.5,1,7.23,34.6324
"701","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,58,1,6.87,34.48424
"702","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,52.5,1,5.26,34.39164
"703","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,61,1,5.74,34.29904
"704","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,62,1,5.89,34.18792
"705","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,60,1,5.95,33.96568
"706","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,50,1,6.62,33.85456
"707","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,57.5,1,5.43,33.53972
"708","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,64.5,1,5.93,33.46564
"709","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,60,1,5.81,33.31748
"710","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,57.5,1,5.98,33.09524
"711","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,56,1,5.72,32.6878
"712","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,56.5,1,5.88,32.00256
"713","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,54.5,1,6.37,31.74328
"714","ST_MATHIEU_DE_BELOEIL_2019","2","ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,58.5,1,5.44,30.13204
"715","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,60,1,5.44,29.8172
"716","ST_MATHIEU_DE_BELOEIL_2019","3","ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,50.5,1,6.41,28.09484
"717","ST_MATHIEU_DE_BELOEIL_2019","1","ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,59.5,1,5.39,NA
"718","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2592","3",123,84.2,2,7.58,34.127698
"719","VEGREVILLE_2019","3","VEGREVILLE","2019","CDC Bethune","3",115,80.08,1,6.59,33.528869
"720","VEGREVILLE_2019","3","VEGREVILLE","2019","CDC Glas","3",121,76.24,1,5.67,31.276872
"721","VEGREVILLE_2019","2","VEGREVILLE","2019","CDC Rowland","3",123,81.5,1,7.33,30.902465
"722","VEGREVILLE_2019","2","VEGREVILLE","2019","AAC Bright","3",117,74.58,1,6.24,30.800253
"723","VEGREVILLE_2019","3","VEGREVILLE","2019","AAC Bright","3",119,78.42,1,6.04,30.03033
"724","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2594","3",125,77.32,1,6.97,29.273739
"725","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2591","3",125,76.2,1,7.24,28.706018
"726","VEGREVILLE_2019","1","VEGREVILLE","2019","CDC Bethune","3",119,82.02,1,6.66,28.6638
"727","VEGREVILLE_2019","3","VEGREVILLE","2019","CDC Dorado","3",123,66.88,1,6.88,28.053861
"728","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2595","3",113,64.38,1,6.1,28.022753
"729","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2595","3",119,66.62,1,6.5,27.137286
"730","VEGREVILLE_2019","2","VEGREVILLE","2019","CDC Buryu","3",123,83.26,1,6.55,26.251819
"731","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2566","3",125,79.06,1,6.3,26.250708
"732","VEGREVILLE_2019","1","VEGREVILLE","2019","CDC Dorado","3",121,69.82,1,6.82,26.248486
"733","VEGREVILLE_2019","3","VEGREVILLE","2019","Topaz","3",123,72.92,1,6.61,26.091835
"734","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2594","3",114,66.08,1,6.38,26.07517
"735","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2589","3",119,66.58,1,7.47,25.790754
"736","VEGREVILLE_2019","3","VEGREVILLE","2019","CDC Buryu","3",115,78.82,1,6.4,25.648546
"737","VEGREVILLE_2019","1","VEGREVILLE","2019","Topaz","3",115,78.72,1,6.31,25.635214
"738","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2593","3",115,69.76,1,7.03,25.431901
"739","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2589","3",125,80.14,1,7.51,25.354131
"740","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2591","3",115,76.6,1,6.89,25.283027
"741","VEGREVILLE_2019","2","VEGREVILLE","2019","CDC Bethune","3",108,66.56,1,5.82,25.037496
"742","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2567","3",121,83.04,1,6.88,25.015276
"743","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2595","3",124,79.24,1,6.93,24.398671
"744","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2573","3",125,82.88,1,6.53,24.390894
"745","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2567","3",125,80.48,1,7.02,23.189903
"746","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2594","3",115,59.44,1,5.74,22.769945
"747","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2593","3",122,75.96,1,7.61,22.525525
"748","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2590","3",114,64.5,1,6.51,22.192225
"749","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2573","3",125,85.26,3,6.48,22.134453
"750","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2591","3",115,62.12,1,6.73,22.098901
"751","VEGREVILLE_2019","2","VEGREVILLE","2019","Topaz","3",108,64.86,1,5.27,21.617838
"752","VEGREVILLE_2019","1","VEGREVILLE","2019","AAC Prairie Sunshine","3",121,70.4,1,5.66,21.545623
"753","VEGREVILLE_2019","2","VEGREVILLE","2019","CDC Dorado","3",115,65.02,1,6.48,21.462298
"754","VEGREVILLE_2019","3","VEGREVILLE","2019","AAC Marvelous","3",125,84.34,1,6.87,21.082336
"755","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2573","3",112,66.94,1,5.92,20.727927
"756","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2590","3",125,70.56,1,7.7,20.600162
"757","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2566","3",115,63.46,1,6.33,19.770245
"758","VEGREVILLE_2019","2","VEGREVILLE","2019","AAC Marvelous","3",119,62,1,5.83,19.69803
"759","VEGREVILLE_2019","3","VEGREVILLE","2019","AAC Prairie Sunshine","3",115,66.96,1,5.75,19.436945
"760","VEGREVILLE_2019","1","VEGREVILLE","2019","CDC Glas","3",108,63.46,1,5.13,18.743681
"761","VEGREVILLE_2019","3","VEGREVILLE","2019","ND Hammond","3",123,76.64,1,6.27,18.674799
"762","VEGREVILLE_2019","3","VEGREVILLE","2019","CDC Rowland","3",125,80.42,1,7.43,18.647024
"763","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2593","3",114,62.44,1,6.6,18.152629
"764","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2590","3",115,58.08,1,6.27,18.065971
"765","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2567","3",123,76.86,1,7.12,18.015976
"766","VEGREVILLE_2019","2","VEGREVILLE","2019","CDC Glas","3",109,64.94,1,4.68,17.793776
"767","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2589","3",125,82.08,1,7.36,17.673788
"768","VEGREVILLE_2019","1","VEGREVILLE","2019","CDC Buryu","3",109,59.14,1,5.55,17.428257
"769","VEGREVILLE_2019","3","VEGREVILLE","2019","FP2566","3",125,81.36,4,6.6,14.369674
"770","VEGREVILLE_2019","2","VEGREVILLE","2019","FP2592","3",109,61.92,1,6.14,12.534302
"771","VEGREVILLE_2019","1","VEGREVILLE","2019","AAC Bright","3",109,58.28,1,5.58,11.923252
"772","VEGREVILLE_2019","1","VEGREVILLE","2019","ND Hammond","3",109,64.22,1,5.4,11.677721
"773","VEGREVILLE_2019","1","VEGREVILLE","2019","FP2592","3",109,62.06,1,5.86,11.5236253
"774","VEGREVILLE_2019","1","VEGREVILLE","2019","AAC Marvelous","3",112,57.58,1,5.13,8.861336
"775","VEGREVILLE_2019","2","VEGREVILLE","2019","AAC Prairie Sunshine","3",111,48.32,1,NA,NA
"776","VEGREVILLE_2019","1","VEGREVILLE","2019","CDC Rowland","3",112,56.26,1,NA,NA
"777","VEGREVILLE_2019","2","VEGREVILLE","2019","ND Hammond","3",111,58.88,1,NA,NA
