"","environment","bloc","location","year","name","zone","maturity","height","lodging","seedwt_1000","yield_kgha"
"260","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2573","4",110,75,NA,6.61,35.7342174333471
"261","LETHBRIDGE_2019","1","LETHBRIDGE","2019","Topaz","4",108,61.6666666666667,NA,6.28,35.5411048947829
"262","LETHBRIDGE_2019","1","LETHBRIDGE","2019","FP2594","4",111,65,NA,6.85,35.5367327439333
"263","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2591","4",114,68.3333333333333,NA,7.13,35.447009255422
"264","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2566","4",109,78.3333333333333,NA,6.34,35.4228219827785
"265","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2589","4",111,63.3333333333333,NA,7.52,35.4004696781323
"266","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2567","4",112,66.6666666666667,NA,7.25,35.3284569691946
"267","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2595","4",114,73.3333333333333,NA,6.73,35.0746615554635
"268","LETHBRIDGE_2019","2","LETHBRIDGE","2019","CDC Buryu","4",107,65,NA,6.42,35.0702790440669
"269","LETHBRIDGE_2019","1","LETHBRIDGE","2019","FP2567","4",116,71.6666666666667,NA,7.47,34.9307052079016
"270","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2593","4",110,81.6666666666667,NA,7.33,34.9236047796657
"271","LETHBRIDGE_2019","3","LETHBRIDGE","2019","CDC Bethune","4",107,71.6666666666667,NA,6.16,34.8244762167887
"272","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2592","4",111,68.3333333333333,NA,7.29,34.5149468158585
"273","LETHBRIDGE_2019","3","LETHBRIDGE","2019","CDC Buryu","4",108,73.3333333333333,NA,6.49,33.3530805359856
"274","LETHBRIDGE_2019","2","LETHBRIDGE","2019","AAC Prairie Sunshine","4",110,66.6666666666667,NA,6.07,33.0456750471981
"275","LETHBRIDGE_2019","1","LETHBRIDGE","2019","AAC Marvelous","4",114,53.3333333333333,NA,6.68,32.9832780770825
"276","LETHBRIDGE_2019","2","LETHBRIDGE","2019","FP2566","4",108,80,NA,6.26,32.7188941842796
"277","LETHBRIDGE_2019","3","LETHBRIDGE","2019","AAC Marvelous","4",111,71.6666666666667,NA,6.46,32.6208730487636
"278","LETHBRIDGE_2019","1","LETHBRIDGE","2019","CDC Dorado","4",111,76.6666666666667,NA,6.92,32.1323559883962
"279","LETHBRIDGE_2019","2","LETHBRIDGE","2019","CDC Rowland","4",108,68.3333333333333,NA,7.36,31.836349403693
"280","LETHBRIDGE_2019","1","LETHBRIDGE","2019","CDC Buryu","4",115,78.3333333333333,NA,6.46,31.6788011695906
"281","LETHBRIDGE_2019","3","LETHBRIDGE","2019","ND Hammond","4",110,51.6666666666667,NA,5.8,31.5299396785928
"282","LETHBRIDGE_2019","1","LETHBRIDGE","2019","CDC Bethune","4",107,63.3333333333333,NA,6.38,31.4172825436294
"283","LETHBRIDGE_2019","1","LETHBRIDGE","2019","AAC Prairie Sunshine","4",116,63.3333333333333,NA,5.91,31.1680169912971
"284","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2594","4",113,55,NA,6.83,31.1352028364875
"285","LETHBRIDGE_2019","1","LETHBRIDGE","2019","FP2591","4",110,71.6666666666667,NA,6.94,31.0570175438596
"286","LETHBRIDGE_2019","2","LETHBRIDGE","2019","CDC Dorado","4",112,70,NA,6.9,30.6837546622462
"287","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2593","4",110,63.3333333333333,NA,7.23,30.2528710227011
"288","LETHBRIDGE_2019","3","LETHBRIDGE","2019","FP2590","4",112,76.6666666666667,NA,7.08,30.1387277248239
"289","LETHBRIDGE_2019","2","LETHBRIDGE","2019","AAC Bright","4",107,70,NA,6.29,29.7859890868905
"290","LETHBRIDGE_2019","1","LETHBRIDGE","2019","ND Hammond","4",107,70,NA,5.78,29.4098632407791
"291","LETHBRIDGE_2019","1","LETHBRIDGE","2019","FP2573","4",105,61.6666666666667,NA,6.52,28.1983043238016
"292","LETHBRIDGE_2019","3","LETHBRIDGE","2019","AAC Prairie Sunshine","4",113,63.3333333333333,NA,5.93,28.0887380853709
"293","LETHBRIDGE_2019","2","LETHBRIDGE","2019","ND Hammond","4",107,63.3333333333333,NA,5.6,28.0098528802321
"294","LETHBRIDGE_2019","3","LETHBRIDGE","2019","Topaz","4",107,68.3333333333333,NA,6.23,27.9705714417277
"295","LETHBRIDGE_2019","3","LETHBRIDGE","2019","CDC Glas","4",108,76.6666666666667,NA,5.84,27.3482513698946
"296","LETHBRIDGE_2019","3","LETHBRIDGE","2019","CDC Rowland","4",111,70,NA,7.23,26.9130715568449
"297","LETHBRIDGE_2019","1","LETHBRIDGE","2019","AAC Bright","4",109,63.3333333333333,NA,6.43,22.7041672422526
"298","MELFORT_2019","2","MELFORT","2019","FP2594","3",128,75,1,6.9,42.1682
"299","MELFORT_2019","3","MELFORT","2019","CDC Glas","3",122,75,1,5.82,41.7356
"300","MELFORT_2019","3","MELFORT","2019","FP2595","3",129,76,1,6.74,41.2
"301","MELFORT_2019","3","MELFORT","2019","FP2573","3",117,78,1,6.42,41.1794
"302","MELFORT_2019","2","MELFORT","2019","CDC Glas","3",121,78,1,5.86,41.1382
"303","MELFORT_2019","3","MELFORT","2019","Topaz","3",117,75,1,6.26,41.0352
"304","MELFORT_2019","3","MELFORT","2019","FP2589","3",124,75,1,7.59,40.9116
"305","MELFORT_2019","2","MELFORT","2019","FP2592","3",129,83,1,7.57,40.8292
"306","MELFORT_2019","3","MELFORT","2019","AAC Marvelous","3",128,77,1,6.58,40.5408
"307","MELFORT_2019","2","MELFORT","2019","FP2589","3",120,75,1,7.38,40.5408
"308","MELFORT_2019","3","MELFORT","2019","FP2594","3",125,74,1,6.75,40.479
"309","MELFORT_2019","1","MELFORT","2019","FP2594","3",127,73,1,6.97,40.3966
"310","MELFORT_2019","3","MELFORT","2019","CDC Bethune","3",115,73,1,6.43,40.2936
"311","MELFORT_2019","3","MELFORT","2019","FP2592","3",123,78,1,7.13,40.273
"312","MELFORT_2019","2","MELFORT","2019","FP2593","3",127,78,1,7.4,39.4902
"313","MELFORT_2019","2","MELFORT","2019","FP2573","3",123,77,1,6.69,39.4696
"314","MELFORT_2019","2","MELFORT","2019","FP2595","3",130,73,1,6.81,39.4078
"315","MELFORT_2019","3","MELFORT","2019","FP2567","3",119,78,1,7,39.3872
"316","MELFORT_2019","2","MELFORT","2019","FP2591","3",125,75,1,6.98,39.3666
"317","MELFORT_2019","1","MELFORT","2019","FP2592","3",125,75,1,7.38,39.243
"318","MELFORT_2019","3","MELFORT","2019","FP2566","3",121,79,1,6.27,38.8722
"319","MELFORT_2019","3","MELFORT","2019","CDC Buryu","3",121,76,1,6.47,38.8104
"320","MELFORT_2019","3","MELFORT","2019","FP2590","3",125,76,1,6.88,38.8104
"321","MELFORT_2019","3","MELFORT","2019","FP2591","3",126,75,1,7.06,38.7898
"322","MELFORT_2019","1","MELFORT","2019","AAC Marvelous","3",125,74,1,6.55,38.7074
"323","MELFORT_2019","1","MELFORT","2019","CDC Rowland","3",124,68,1,7.05,38.522
"324","MELFORT_2019","3","MELFORT","2019","FP2593","3",125,74,1,7.38,38.522
"325","MELFORT_2019","3","MELFORT","2019","AAC Bright","3",123,78,1,6.46,38.4808
"326","MELFORT_2019","2","MELFORT","2019","AAC Marvelous","3",125,77,1,6.39,38.3778
"327","MELFORT_2019","2","MELFORT","2019","FP2566","3",124,78,1,6.43,38.2542
"328","MELFORT_2019","2","MELFORT","2019","Topaz","3",121,75,1,6.35,37.9658
"329","MELFORT_2019","3","MELFORT","2019","AAC Prairie Sunshine","3",124,75,1,6.05,37.8628
"330","MELFORT_2019","1","MELFORT","2019","FP2566","3",123,75,1,6.31,37.7804
"331","MELFORT_2019","1","MELFORT","2019","FP2595","3",126,73,1,6.71,37.6362
"332","MELFORT_2019","2","MELFORT","2019","CDC Rowland","3",129,70,1,7.42,37.5744
"333","MELFORT_2019","2","MELFORT","2019","FP2590","3",128,75,1,7.07,37.492
"334","MELFORT_2019","1","MELFORT","2019","CDC Bethune","3",119,71,1,6.39,37.2448
"335","MELFORT_2019","1","MELFORT","2019","FP2590","3",125,73,1,7.07,37.1624
"336","MELFORT_2019","3","MELFORT","2019","ND Hammond","3",126,80,1,5.83,37.0388
"337","MELFORT_2019","2","MELFORT","2019","CDC Bethune","3",117,80,1,6.37,37.0182
"338","MELFORT_2019","1","MELFORT","2019","FP2593","3",126,73,1,7.54,36.8122
"339","MELFORT_2019","1","MELFORT","2019","Topaz","3",120,72,1,6.37,36.6268
"340","MELFORT_2019","1","MELFORT","2019","FP2573","3",123,76,1,6.74,36.565
"341","MELFORT_2019","2","MELFORT","2019","AAC Bright","3",124,77,1,6.45,36.256
"342","MELFORT_2019","1","MELFORT","2019","AAC Bright","3",121,70,1,6.27,35.9882
"343","MELFORT_2019","1","MELFORT","2019","FP2589","3",122,72,1,7.14,35.7822
"344","MELFORT_2019","1","MELFORT","2019","CDC Glas","3",119,76,1,5.71,35.7616
"345","MELFORT_2019","2","MELFORT","2019","AAC Prairie Sunshine","3",126,78,1,6.13,35.741
"346","MELFORT_2019","1","MELFORT","2019","AAC Prairie Sunshine","3",126,75,1,6.03,35.2672
"347","MELFORT_2019","1","MELFORT","2019","FP2591","3",124,70,1,6.6,34.9376
"348","MELFORT_2019","2","MELFORT","2019","FP2567","3",124,76,1,7.08,34.6698
"349","MELFORT_2019","2","MELFORT","2019","ND Hammond","3",126,80,1,5.69,33.4338
"350","MELFORT_2019","1","MELFORT","2019","ND Hammond","3",125,78,1,5.61,33.0218
"351","MELFORT_2019","2","MELFORT","2019","CDC Buryu","3",123,75,1,6.51,32.3832
"352","MELFORT_2019","3","MELFORT","2019","CDC Dorado","3",115,63,1,6.18,32.3832
"353","MELFORT_2019","2","MELFORT","2019","CDC Dorado","3",123,60,1,6.46,32.342
"354","MELFORT_2019","1","MELFORT","2019","CDC Dorado","3",122,65,1,6.39,30.8382
"355","MELFORT_2019","1","MELFORT","2019","CDC Buryu","3",119,78,1,6.26,30.3026
"356","MELFORT_2019","1","MELFORT","2019","FP2567","3",119,78,1,6.9,30.282
"357","MELFORT_2019","3","MELFORT","2019","CDC Rowland","3",128,68,1,7.25,NA
"358","MELITA_2019","1","MELITA","2019","FP2593","1",95,63,1,6.14,33.0845542459373
"359","MELITA_2019","2","MELITA","2019","FP2573","1",95,55,1,5.43,32.9155868696685
"360","MELITA_2019","2","MELITA","2019","FP2590","1",95,53,1,5.7,32.1231445110848
"361","MELITA_2019","1","MELITA","2019","FP2595","1",95,59,2,5.41,31.6348082367584
"362","MELITA_2019","1","MELITA","2019","FP2594","1",95,60,1,5.64,31.0052219321149
"363","MELITA_2019","2","MELITA","2019","FP2594","1",95,67,2,5.24,30.7323808718686
"364","MELITA_2019","2","MELITA","2019","FP2567","1",95,59,1,5.62,30.572085760108
"365","MELITA_2019","2","MELITA","2019","FP2592","1",94,56,2,6.01,30.4515850596359
"366","MELITA_2019","2","MELITA","2019","CDC Rowland","1",95,54,1,5.83,30.3870016513329
"367","MELITA_2019","2","MELITA","2019","FP2591","1",94,52,1,5.46,30.1680840084263
"368","MELITA_2019","1","MELITA","2019","FP2590","1",95,58,1,5.49,29.8203295484166
"369","MELITA_2019","1","MELITA","2019","FP2591","1",95,62,2,5.68,29.7942959085938
"370","MELITA_2019","2","MELITA","2019","FP2566","1",95,63,2,5.16,29.7188381792202
"371","MELITA_2019","2","MELITA","2019","CDC Glas","1",92,53,2,4.91,29.3766956739302
"372","MELITA_2019","3","MELITA","2019","FP2594","1",96,58,2,5.4,29.181442357118
"373","MELITA_2019","1","MELITA","2019","FP2592","1",95,61,1,6.27,29.1507549252296
"374","MELITA_2019","2","MELITA","2019","FP2593","1",94,59,2,5.8,29.1429061024902
"375","MELITA_2019","1","MELITA","2019","FP2566","1",93,61,1,5.13,28.9935012019721
"376","MELITA_2019","2","MELITA","2019","ND Hammond","1",96,69,1,5.03,28.9088299346276
"377","MELITA_2019","2","MELITA","2019","FP2589","1",95,58,1,5.84,28.7619957697063
"378","MELITA_2019","1","MELITA","2019","FP2567","1",95,63,1,5.64,28.6520128388763
"379","MELITA_2019","1","MELITA","2019","CDC Dorado","1",94,57,2,5.53,28.5301026762954
"380","MELITA_2019","3","MELITA","2019","FP2591","1",96,53,3,5.77,28.4513614815646
"381","MELITA_2019","1","MELITA","2019","CDC Bethune","1",93,51,1,5.28,28.4194500756186
"382","MELITA_2019","2","MELITA","2019","CDC Buryu","1",95,66,1,5.56,28.3253205128205
"383","MELITA_2019","2","MELITA","2019","CDC Bethune","1",92,50,2,5.26,28.2750091932564
"384","MELITA_2019","2","MELITA","2019","FP2595","1",95,67,2,5.24,28.2055355899216
"385","MELITA_2019","2","MELITA","2019","AAC Marvelous","1",95,65,1,5.22,28.1385517827862
"386","MELITA_2019","1","MELITA","2019","AAC Prairie Sunshine","1",95,62,1,5,28.0538614504688
"387","MELITA_2019","3","MELITA","2019","FP2573","1",95,62,1,5.31,28.0482075744435
"388","MELITA_2019","2","MELITA","2019","Topaz","1",92,64,1,5.27,27.8491598188568
"389","MELITA_2019","2","MELITA","2019","AAC Bright","1",92,53,1,5.35,27.7796249651141
"390","MELITA_2019","2","MELITA","2019","AAC Prairie Sunshine","1",95,61,1,4.98,27.6994453741595
"391","MELITA_2019","1","MELITA","2019","FP2589","1",95,57,1,5.96,27.5258512570871
"392","MELITA_2019","1","MELITA","2019","ND Hammond","1",95,60,1,5.07,27.2850488821865
"393","MELITA_2019","3","MELITA","2019","AAC Prairie Sunshine","1",98,67,1,4.9,27.2848685116343
"394","MELITA_2019","3","MELITA","2019","CDC Rowland","1",96,57,3,5.74,27.2723294385366
"395","MELITA_2019","1","MELITA","2019","CDC Rowland","1",95,65,1,5.9,27.1715674748272
"396","MELITA_2019","2","MELITA","2019","CDC Dorado","1",92,47,3,5.39,27.0419134235759
"397","MELITA_2019","3","MELITA","2019","Topaz","1",93,65,2,5.28,27.0253884753857
"398","MELITA_2019","3","MELITA","2019","FP2566","1",93,58,1,5.06,27.0081417351737
"399","MELITA_2019","1","MELITA","2019","CDC Glas","1",95,61,1,4.94,26.6837853483022
"400","MELITA_2019","1","MELITA","2019","FP2573","1",95,68,1,5.48,26.6034826675292
"401","MELITA_2019","1","MELITA","2019","CDC Buryu","1",95,66,1,5.51,26.5090778318292
"402","MELITA_2019","3","MELITA","2019","CDC Bethune","1",93,60,2,5.27,26.5016683066495
"403","MELITA_2019","3","MELITA","2019","FP2590","1",95,56,1,5.43,26.0646752491642
"404","MELITA_2019","3","MELITA","2019","AAC Marvelous","1",99,57,1,5.55,26.039599775814
"405","MELITA_2019","3","MELITA","2019","CDC Dorado","1",93,51,3,5.56,25.9937251157948
"406","MELITA_2019","3","MELITA","2019","FP2593","1",96,56,2,5.8,25.7117366324921
"407","MELITA_2019","3","MELITA","2019","FP2595","1",95,54,2,5.11,25.6735359596176
"408","MELITA_2019","1","MELITA","2019","AAC Marvelous","1",95,57,1,5.44,25.658974386573
"409","MELITA_2019","3","MELITA","2019","ND Hammond","1",100,60,1,5.14,25.3383302597641
"410","MELITA_2019","3","MELITA","2019","FP2589","1",98,60,1,6.01,25.3010532854708
"411","MELITA_2019","3","MELITA","2019","CDC Glas","1",98,68,1,4.98,24.9947832220073
"412","MELITA_2019","3","MELITA","2019","FP2592","1",95,58,2,6.03,24.9911629551078
"413","MELITA_2019","1","MELITA","2019","AAC Bright","1",95,60,1,5.4,24.9605225380419
"414","MELITA_2019","3","MELITA","2019","CDC Buryu","1",95,62,2,5.54,24.7481775160161
"415","MELITA_2019","1","MELITA","2019","Topaz","1",95,59,1,5.33,24.6055926724371
"416","MELITA_2019","3","MELITA","2019","FP2567","1",95,59,1,5.56,24.4624510033236
"417","MELITA_2019","3","MELITA","2019","AAC Bright","1",95,62,2,5.47,24.0440369847986
"418","REDVERS_2019","2","REDVERS","2019","FP2591","1",106,54,1,6.29,31.1965811965812
"419","REDVERS_2019","2","REDVERS","2019","FP2594","1",105,57,1,6.07,30.982905982906
"420","REDVERS_2019","2","REDVERS","2019","FP2566","1",104,57,1,5.27,30.5555555555556
"421","REDVERS_2019","2","REDVERS","2019","FP2592","1",104,59,1,6.42,30.5555555555556
"422","REDVERS_2019","2","REDVERS","2019","FP2593","1",97,59,1,6.28,29.2735042735043
"423","REDVERS_2019","1","REDVERS","2019","FP2591","1",102,52,1,6.06,28.2051282051282
"424","REDVERS_2019","2","REDVERS","2019","CDC Glas","1",93,60.5,1,4.73,27.7777777777778
"425","REDVERS_2019","1","REDVERS","2019","FP2592","1",96,58,1,6.12,27.7777777777778
"426","REDVERS_2019","1","REDVERS","2019","FP2566","1",95,53,1,5.06,27.3504273504274
"427","REDVERS_2019","2","REDVERS","2019","AAC Prairie Sunshine","1",94,60.5,1,4.97,27.1367521367521
"428","REDVERS_2019","1","REDVERS","2019","AAC Marvelous","1",96,63,1,5.3,26.4957264957265
"429","REDVERS_2019","3","REDVERS","2019","FP2591","1",102,52,1,6.2,26.4957264957265
"430","REDVERS_2019","1","REDVERS","2019","FP2595","1",97,57,1,5.46,26.4957264957265
"431","REDVERS_2019","2","REDVERS","2019","FP2595","1",97,51,1,5.54,26.4957264957265
"432","REDVERS_2019","1","REDVERS","2019","FP2589","1",95,59,1,6.14,26.2820512820513
"433","REDVERS_2019","1","REDVERS","2019","FP2590","1",94,61,1,5.66,26.2820512820513
"434","REDVERS_2019","2","REDVERS","2019","FP2590","1",99,54,1,5.8,26.2820512820513
"435","REDVERS_2019","1","REDVERS","2019","FP2594","1",93,59,1,5.69,26.0683760683761
"436","REDVERS_2019","1","REDVERS","2019","Topaz","1",94,52,1,5.34,25.8547008547009
"437","REDVERS_2019","2","REDVERS","2019","FP2567","1",97,65,1,5.55,25.6410256410256
"438","REDVERS_2019","2","REDVERS","2019","Topaz","1",96,61,1,5.19,25.6410256410256
"439","REDVERS_2019","3","REDVERS","2019","FP2594","1",97,54,1,5.52,25.2136752136752
"440","REDVERS_2019","2","REDVERS","2019","AAC Bright","1",98,61,1,5.01,25
"441","REDVERS_2019","3","REDVERS","2019","FP2593","1",95,57,1,6.17,25
"442","REDVERS_2019","1","REDVERS","2019","AAC Prairie Sunshine","1",98,57,1,5.04,24.7863247863248
"443","REDVERS_2019","2","REDVERS","2019","CDC Buryu","1",91,59.5,1,5.3,24.7863247863248
"444","REDVERS_2019","2","REDVERS","2019","FP2589","1",97,58,1,6.12,24.5726495726496
"445","REDVERS_2019","3","REDVERS","2019","FP2592","1",102,59,1,6.11,24.5726495726496
"446","REDVERS_2019","1","REDVERS","2019","CDC Buryu","1",95,56,1,5.08,24.3589743589744
"447","REDVERS_2019","2","REDVERS","2019","FP2573","1",92,59,1,5.35,24.3589743589744
"448","REDVERS_2019","2","REDVERS","2019","CDC Bethune","1",92,54,1,5.22,24.1452991452991
"449","REDVERS_2019","3","REDVERS","2019","FP2590","1",92,58,1,5.94,24.1452991452991
"450","REDVERS_2019","3","REDVERS","2019","FP2573","1",92,58,1,5.47,23.9316239316239
"451","REDVERS_2019","1","REDVERS","2019","ND Hammond","1",93,64,1,4.8,23.7179487179487
"452","REDVERS_2019","3","REDVERS","2019","Topaz","1",94,57,1,5.29,23.7179487179487
"453","REDVERS_2019","1","REDVERS","2019","FP2567","1",99,58,1,5.44,23.5042735042735
"454","REDVERS_2019","1","REDVERS","2019","CDC Bethune","1",93,57,1,5.06,23.2905982905983
"455","REDVERS_2019","3","REDVERS","2019","FP2595","1",91,53.5,1,5.45,23.2905982905983
"456","REDVERS_2019","3","REDVERS","2019","CDC Bethune","1",93,65,1,5.57,23.0769230769231
"457","REDVERS_2019","1","REDVERS","2019","CDC Rowland","1",103,63,1,6.06,23.0769230769231
"458","REDVERS_2019","3","REDVERS","2019","FP2566","1",92,58.5,1,5.13,23.0769230769231
"459","REDVERS_2019","3","REDVERS","2019","FP2589","1",97,58,1,6.27,23.0769230769231
"460","REDVERS_2019","1","REDVERS","2019","FP2593","1",101,51,1,6.1,23.0769230769231
"461","REDVERS_2019","2","REDVERS","2019","AAC Marvelous","1",105,62,1,5.4,22.8632478632479
"462","REDVERS_2019","3","REDVERS","2019","FP2567","1",99,59.5,1,5.92,22.8632478632479
"463","REDVERS_2019","2","REDVERS","2019","CDC Dorado","1",91,46,1,5.52,22.6495726495727
"464","REDVERS_2019","1","REDVERS","2019","CDC Glas","1",93,56,1,4.69,22.6495726495727
"465","REDVERS_2019","2","REDVERS","2019","CDC Rowland","1",103,56,1,6.08,22.6495726495727
"466","REDVERS_2019","1","REDVERS","2019","AAC Bright","1",97,58,1,5.07,22.4358974358974
"467","REDVERS_2019","3","REDVERS","2019","CDC Glas","1",94,55.5,1,4.84,22.4358974358974
"468","REDVERS_2019","3","REDVERS","2019","AAC Marvelous","1",101,60,1,5.3,22.2222222222222
"469","REDVERS_2019","1","REDVERS","2019","FP2573","1",93,55,1,5.28,22.008547008547
"470","REDVERS_2019","3","REDVERS","2019","CDC Rowland","1",94,57,1,5.99,21.5811965811966
"471","REDVERS_2019","1","REDVERS","2019","CDC Dorado","1",91,49,1,5.24,20.9401709401709
"472","REDVERS_2019","3","REDVERS","2019","AAC Bright","1",102,60.5,1,5.34,20.2991452991453
"473","REDVERS_2019","3","REDVERS","2019","CDC Dorado","1",91,59,1,5.31,20.0854700854701
"474","REDVERS_2019","2","REDVERS","2019","ND Hammond","1",98,64,1,4.64,19.6581196581197
"475","REDVERS_2019","3","REDVERS","2019","CDC Buryu","1",92,53,1,5.2,19.017094017094
"476","REDVERS_2019","3","REDVERS","2019","AAC Prairie Sunshine","1",99,59,1,5.09,18.8034188034188
"477","REDVERS_2019","3","REDVERS","2019","ND Hammond","1",101,57,1,5.05,17.3076923076923
"478","ROBLIN_2019","3","ROBLIN","2019","FP2593","3",104,53,1,6.62,29.5001263104711
"479","ROBLIN_2019","1","ROBLIN","2019","FP2595","3",119,53,1,6.26,28.0393772893773
"480","ROBLIN_2019","3","ROBLIN","2019","FP2566","3",119,58,1,5.92,27.9273566190402
"481","ROBLIN_2019","3","ROBLIN","2019","FP2590","3",119,48.5,1,6.49,27.070762912652
"482","ROBLIN_2019","2","ROBLIN","2019","FP2593","3",119,58,1,6.89,26.9731354863738
"483","ROBLIN_2019","3","ROBLIN","2019","FP2592","3",119,59.5,1,6.82,26.8549912147473
"484","ROBLIN_2019","3","ROBLIN","2019","FP2573","3",114,58,1,6.19,26.749367471017
"485","ROBLIN_2019","1","ROBLIN","2019","FP2573","3",104,58.5,1,6.19,26.0478118372855
"486","ROBLIN_2019","3","ROBLIN","2019","FP2567","3",111,59.5,1,6.45,26.0299306938818
"487","ROBLIN_2019","3","ROBLIN","2019","FP2591","3",118,53.5,1,6.25,25.6623076923077
"488","ROBLIN_2019","2","ROBLIN","2019","FP2591","3",119,55,1,6.44,25.544706959707
"489","ROBLIN_2019","2","ROBLIN","2019","FP2592","3",105,53,1,6.75,25.4386813186813
"490","ROBLIN_2019","2","ROBLIN","2019","CDC Buryu","3",118,63.5,1,6.01,25.3420699383432
"491","ROBLIN_2019","1","ROBLIN","2019","FP2591","3",119,54,1,6.55,25.0429846184563
"492","ROBLIN_2019","3","ROBLIN","2019","Topaz","3",119,60,1,5.81,25.00104020388
"493","ROBLIN_2019","3","ROBLIN","2019","FP2594","3",119,60,1,6.3,24.810815056631
"494","ROBLIN_2019","2","ROBLIN","2019","FP2573","3",106,57.5,1,6.14,24.3718740329742
"495","ROBLIN_2019","1","ROBLIN","2019","FP2566","3",102,57.5,1,5.73,24.0895718864469
"496","ROBLIN_2019","3","ROBLIN","2019","CDC Bethune","3",104,57,1,5.89,24.0423807229653
"497","ROBLIN_2019","1","ROBLIN","2019","FP2594","3",119,58.5,1,6.37,23.516843340026
"498","ROBLIN_2019","2","ROBLIN","2019","CDC Rowland","3",119,60,1,6.68,23.5052043665905
"499","ROBLIN_2019","2","ROBLIN","2019","FP2595","3",109,54,1,6.16,23.4880499038915
"500","ROBLIN_2019","1","ROBLIN","2019","FP2592","3",119,51.5,1,6.67,23.3845354381069
"501","ROBLIN_2019","2","ROBLIN","2019","FP2589","3",119,54,1,6.77,23.2164923429984
"502","ROBLIN_2019","1","ROBLIN","2019","ND Hammond","3",110,58.5,1,5.47,23.1213253020719
"503","ROBLIN_2019","1","ROBLIN","2019","CDC Bethune","3",97,57.5,1,5.88,23.115884799663
"504","ROBLIN_2019","3","ROBLIN","2019","AAC Marvelous","3",118,54,1,6.16,22.9504746953727
"505","ROBLIN_2019","3","ROBLIN","2019","CDC Buryu","3",105,58,1,5.83,22.6838797121816
"506","ROBLIN_2019","1","ROBLIN","2019","AAC Marvelous","3",119,59,1,5.99,22.6711412340155
"507","ROBLIN_2019","3","ROBLIN","2019","AAC Bright","3",115,59,1,5.61,22.6097968562327
"508","ROBLIN_2019","2","ROBLIN","2019","AAC Marvelous","3",119,62.5,1,6.07,22.4738461538462
"509","ROBLIN_2019","1","ROBLIN","2019","FP2590","3",119,51.5,1,6.29,22.4722210204494
"510","ROBLIN_2019","3","ROBLIN","2019","AAC Prairie Sunshine","3",119,62.5,1,5.56,22.2905340273761
"511","ROBLIN_2019","1","ROBLIN","2019","FP2567","3",118,57,1,6.24,22.2461218615065
"512","ROBLIN_2019","1","ROBLIN","2019","CDC Buryu","3",119,62.5,1,5.86,22.2089022089022
"513","ROBLIN_2019","3","ROBLIN","2019","FP2589","3",119,59.5,1,6.62,22.019367157665
"514","ROBLIN_2019","3","ROBLIN","2019","CDC Rowland","3",119,57,1,6.55,21.7138803819132
"515","ROBLIN_2019","2","ROBLIN","2019","FP2566","3",118,60,1,5.52,21.2215829357283
"516","ROBLIN_2019","3","ROBLIN","2019","FP2595","3",119,56.5,1,5.8,21.2081043956044
"517","ROBLIN_2019","3","ROBLIN","2019","CDC Dorado","3",110,51.5,1,6.15,21.1377041038058
"518","ROBLIN_2019","2","ROBLIN","2019","Topaz","3",106,59,1,5.71,21.1265942892449
"519","ROBLIN_2019","2","ROBLIN","2019","CDC Bethune","3",106,62.5,1,5.87,21.1184854749211
"520","ROBLIN_2019","1","ROBLIN","2019","FP2593","3",118,58.5,1,6.69,21.0851648351648
"521","ROBLIN_2019","2","ROBLIN","2019","ND Hammond","3",99,52,1,5.4,20.5862667003051
"522","ROBLIN_2019","2","ROBLIN","2019","AAC Prairie Sunshine","3",119,59.5,1,5.66,20.4378987219224
"523","ROBLIN_2019","3","ROBLIN","2019","CDC Glas","3",111,58.5,1,5.19,20.4055738076357
"524","ROBLIN_2019","1","ROBLIN","2019","FP2589","3",114,56.5,1,6.74,20.3866583514333
"525","ROBLIN_2019","1","ROBLIN","2019","AAC Bright","3",101,60.5,1,5.56,20.0299495586381
"526","ROBLIN_2019","2","ROBLIN","2019","FP2567","3",114,57.5,1,5.96,20.0223707488237
"527","ROBLIN_2019","2","ROBLIN","2019","FP2594","3",103,51,1,6.06,19.9842490842491
"528","ROBLIN_2019","2","ROBLIN","2019","CDC Glas","3",104,66,1,5.4,19.5992940932212
"529","ROBLIN_2019","1","ROBLIN","2019","CDC Dorado","3",99,47.5,1,6.07,19.4675669983678
"530","ROBLIN_2019","3","ROBLIN","2019","ND Hammond","3",102,57.5,1,5.32,19.2390166769049
"531","ROBLIN_2019","1","ROBLIN","2019","CDC Glas","3",111,56.5,1,5.16,18.581182131478
"532","ROBLIN_2019","2","ROBLIN","2019","CDC Dorado","3",103,47,1,6.1,17.4421049964528
"533","ROBLIN_2019","1","ROBLIN","2019","CDC Rowland","3",101,54,1,6.27,16.301510989011
