"","bloc","location","year","name","zone","maturity","height","lodging","seedwt_1000","yield_kgha","environment"
"249",3,"LETHBRIDGE","2019","FP2589","4",111,68.3333333333333,NA,7.68,38.9446435971819,"LETHBRIDGE_2019"
"250",3,"LETHBRIDGE","2019","AAC Bright","4",108,65,NA,6.57,38.8236036284938,"LETHBRIDGE_2019"
"251",2,"LETHBRIDGE","2019","Topaz","4",109,61.6666666666667,NA,6.35,38.6279965004374,"LETHBRIDGE_2019"
"252",2,"LETHBRIDGE","2019","FP2594","4",111,78.3333333333333,NA,6.83,38.4801319242989,"LETHBRIDGE_2019"
"253",1,"LETHBRIDGE","2019","FP2590","4",116,73.3333333333333,NA,7.25,38.3814120274439,"LETHBRIDGE_2019"
"254",3,"LETHBRIDGE","2019","FP2573","4",108,70,NA,6.53,38.15791776028,"LETHBRIDGE_2019"
"255",2,"LETHBRIDGE","2019","CDC Bethune","4",109,81.6666666666667,NA,6.36,38.1134019431782,"LETHBRIDGE_2019"
"256",3,"LETHBRIDGE","2019","CDC Dorado","4",112,73.3333333333333,NA,6.98,37.6290924160796,"LETHBRIDGE_2019"
"257",3,"LETHBRIDGE","2019","FP2567","4",112,61.6666666666667,NA,7.42,37.4178362573099,"LETHBRIDGE_2019"
"258",1,"LETHBRIDGE","2019","FP2566","4",116,60,NA,6.51,37.3685591932587,"LETHBRIDGE_2019"
"259",1,"LETHBRIDGE","2019","FP2595","4",110,73.3333333333333,NA,6.68,36.6968526960446,"LETHBRIDGE_2019"
"260",2,"LETHBRIDGE","2019","AAC Marvelous","4",110,71.6666666666667,NA,6.67,36.3068276004973,"LETHBRIDGE_2019"
"261",2,"LETHBRIDGE","2019","FP2591","4",109,61.6666666666667,NA,6.89,35.9397016162453,"LETHBRIDGE_2019"
"262",1,"LETHBRIDGE","2019","CDC Rowland","4",117,66.6666666666667,NA,7.22,35.7632891283326,"LETHBRIDGE_2019"
"263",2,"LETHBRIDGE","2019","FP2573","4",110,75,NA,6.61,35.7342174333471,"LETHBRIDGE_2019"
"264",1,"LETHBRIDGE","2019","Topaz","4",108,61.6666666666667,NA,6.28,35.5411048947829,"LETHBRIDGE_2019"
"265",1,"LETHBRIDGE","2019","FP2594","4",111,65,NA,6.85,35.5367327439333,"LETHBRIDGE_2019"
"266",3,"LETHBRIDGE","2019","FP2591","4",114,68.3333333333333,NA,7.13,35.447009255422,"LETHBRIDGE_2019"
"267",3,"LETHBRIDGE","2019","FP2566","4",109,78.3333333333333,NA,6.34,35.4228219827785,"LETHBRIDGE_2019"
"268",2,"LETHBRIDGE","2019","FP2589","4",111,63.3333333333333,NA,7.52,35.4004696781323,"LETHBRIDGE_2019"
"269",2,"LETHBRIDGE","2019","FP2567","4",112,66.6666666666667,NA,7.25,35.3284569691946,"LETHBRIDGE_2019"
"270",3,"LETHBRIDGE","2019","FP2595","4",114,73.3333333333333,NA,6.73,35.0746615554635,"LETHBRIDGE_2019"
"271",2,"LETHBRIDGE","2019","CDC Buryu","4",107,65,NA,6.42,35.0702790440669,"LETHBRIDGE_2019"
"272",1,"LETHBRIDGE","2019","FP2567","4",116,71.6666666666667,NA,7.47,34.9307052079016,"LETHBRIDGE_2019"
"273",2,"LETHBRIDGE","2019","FP2593","4",110,81.6666666666667,NA,7.33,34.9236047796657,"LETHBRIDGE_2019"
"274",3,"LETHBRIDGE","2019","CDC Bethune","4",107,71.6666666666667,NA,6.16,34.8244762167887,"LETHBRIDGE_2019"
"275",2,"LETHBRIDGE","2019","FP2592","4",111,68.3333333333333,NA,7.29,34.5149468158585,"LETHBRIDGE_2019"
"276",3,"LETHBRIDGE","2019","CDC Buryu","4",108,73.3333333333333,NA,6.49,33.3530805359856,"LETHBRIDGE_2019"
"277",2,"LETHBRIDGE","2019","AAC Prairie Sunshine","4",110,66.6666666666667,NA,6.07,33.0456750471981,"LETHBRIDGE_2019"
"278",1,"LETHBRIDGE","2019","AAC Marvelous","4",114,53.3333333333333,NA,6.68,32.9832780770825,"LETHBRIDGE_2019"
"279",2,"LETHBRIDGE","2019","FP2566","4",108,80,NA,6.26,32.7188941842796,"LETHBRIDGE_2019"
"280",3,"LETHBRIDGE","2019","AAC Marvelous","4",111,71.6666666666667,NA,6.46,32.6208730487636,"LETHBRIDGE_2019"
"281",1,"LETHBRIDGE","2019","CDC Dorado","4",111,76.6666666666667,NA,6.92,32.1323559883962,"LETHBRIDGE_2019"
"282",2,"LETHBRIDGE","2019","CDC Rowland","4",108,68.3333333333333,NA,7.36,31.836349403693,"LETHBRIDGE_2019"
"283",1,"LETHBRIDGE","2019","CDC Buryu","4",115,78.3333333333333,NA,6.46,31.6788011695906,"LETHBRIDGE_2019"
"284",3,"LETHBRIDGE","2019","ND Hammond","4",110,51.6666666666667,NA,5.8,31.5299396785928,"LETHBRIDGE_2019"
"285",1,"LETHBRIDGE","2019","CDC Bethune","4",107,63.3333333333333,NA,6.38,31.4172825436294,"LETHBRIDGE_2019"
"286",1,"LETHBRIDGE","2019","AAC Prairie Sunshine","4",116,63.3333333333333,NA,5.91,31.1680169912971,"LETHBRIDGE_2019"
"287",3,"LETHBRIDGE","2019","FP2594","4",113,55,NA,6.83,31.1352028364875,"LETHBRIDGE_2019"
"288",1,"LETHBRIDGE","2019","FP2591","4",110,71.6666666666667,NA,6.94,31.0570175438596,"LETHBRIDGE_2019"
"289",2,"LETHBRIDGE","2019","CDC Dorado","4",112,70,NA,6.9,30.6837546622462,"LETHBRIDGE_2019"
"290",3,"LETHBRIDGE","2019","FP2593","4",110,63.3333333333333,NA,7.23,30.2528710227011,"LETHBRIDGE_2019"
"291",3,"LETHBRIDGE","2019","FP2590","4",112,76.6666666666667,NA,7.08,30.1387277248239,"LETHBRIDGE_2019"
"292",2,"LETHBRIDGE","2019","AAC Bright","4",107,70,NA,6.29,29.7859890868905,"LETHBRIDGE_2019"
"293",1,"LETHBRIDGE","2019","ND Hammond","4",107,70,NA,5.78,29.4098632407791,"LETHBRIDGE_2019"
"294",1,"LETHBRIDGE","2019","FP2573","4",105,61.6666666666667,NA,6.52,28.1983043238016,"LETHBRIDGE_2019"
"295",3,"LETHBRIDGE","2019","AAC Prairie Sunshine","4",113,63.3333333333333,NA,5.93,28.0887380853709,"LETHBRIDGE_2019"
"296",2,"LETHBRIDGE","2019","ND Hammond","4",107,63.3333333333333,NA,5.6,28.0098528802321,"LETHBRIDGE_2019"
"297",3,"LETHBRIDGE","2019","Topaz","4",107,68.3333333333333,NA,6.23,27.9705714417277,"LETHBRIDGE_2019"
"298",3,"LETHBRIDGE","2019","CDC Glas","4",108,76.6666666666667,NA,5.84,27.3482513698946,"LETHBRIDGE_2019"
"299",3,"LETHBRIDGE","2019","CDC Rowland","4",111,70,NA,7.23,26.9130715568449,"LETHBRIDGE_2019"
"300",1,"LETHBRIDGE","2019","AAC Bright","4",109,63.3333333333333,NA,6.43,22.7041672422526,"LETHBRIDGE_2019"
"301",2,"MELFORT","2019","FP2594","3",128,75,1,6.9,42.1682,"MELFORT_2019"
"302",3,"MELFORT","2019","CDC Glas","3",122,75,1,5.82,41.7356,"MELFORT_2019"
"303",3,"MELFORT","2019","FP2595","3",129,76,1,6.74,41.2,"MELFORT_2019"
"304",3,"MELFORT","2019","FP2573","3",117,78,1,6.42,41.1794,"MELFORT_2019"
"305",2,"MELFORT","2019","CDC Glas","3",121,78,1,5.86,41.1382,"MELFORT_2019"
"306",3,"MELFORT","2019","Topaz","3",117,75,1,6.26,41.0352,"MELFORT_2019"
"307",3,"MELFORT","2019","FP2589","3",124,75,1,7.59,40.9116,"MELFORT_2019"
"308",2,"MELFORT","2019","FP2592","3",129,83,1,7.57,40.8292,"MELFORT_2019"
"309",3,"MELFORT","2019","AAC Marvelous","3",128,77,1,6.58,40.5408,"MELFORT_2019"
"310",2,"MELFORT","2019","FP2589","3",120,75,1,7.38,40.5408,"MELFORT_2019"
"311",3,"MELFORT","2019","FP2594","3",125,74,1,6.75,40.479,"MELFORT_2019"
"312",1,"MELFORT","2019","FP2594","3",127,73,1,6.97,40.3966,"MELFORT_2019"
"313",3,"MELFORT","2019","CDC Bethune","3",115,73,1,6.43,40.2936,"MELFORT_2019"
"314",3,"MELFORT","2019","FP2592","3",123,78,1,7.13,40.273,"MELFORT_2019"
"315",2,"MELFORT","2019","FP2593","3",127,78,1,7.4,39.4902,"MELFORT_2019"
"316",2,"MELFORT","2019","FP2573","3",123,77,1,6.69,39.4696,"MELFORT_2019"
"317",2,"MELFORT","2019","FP2595","3",130,73,1,6.81,39.4078,"MELFORT_2019"
"318",3,"MELFORT","2019","FP2567","3",119,78,1,7,39.3872,"MELFORT_2019"
"319",2,"MELFORT","2019","FP2591","3",125,75,1,6.98,39.3666,"MELFORT_2019"
"320",1,"MELFORT","2019","FP2592","3",125,75,1,7.38,39.243,"MELFORT_2019"
"321",3,"MELFORT","2019","FP2566","3",121,79,1,6.27,38.8722,"MELFORT_2019"
"322",3,"MELFORT","2019","CDC Buryu","3",121,76,1,6.47,38.8104,"MELFORT_2019"
"323",3,"MELFORT","2019","FP2590","3",125,76,1,6.88,38.8104,"MELFORT_2019"
"324",3,"MELFORT","2019","FP2591","3",126,75,1,7.06,38.7898,"MELFORT_2019"
"325",1,"MELFORT","2019","AAC Marvelous","3",125,74,1,6.55,38.7074,"MELFORT_2019"
"326",1,"MELFORT","2019","CDC Rowland","3",124,68,1,7.05,38.522,"MELFORT_2019"
"327",3,"MELFORT","2019","FP2593","3",125,74,1,7.38,38.522,"MELFORT_2019"
"328",3,"MELFORT","2019","AAC Bright","3",123,78,1,6.46,38.4808,"MELFORT_2019"
"329",2,"MELFORT","2019","AAC Marvelous","3",125,77,1,6.39,38.3778,"MELFORT_2019"
"330",2,"MELFORT","2019","FP2566","3",124,78,1,6.43,38.2542,"MELFORT_2019"
"331",2,"MELFORT","2019","Topaz","3",121,75,1,6.35,37.9658,"MELFORT_2019"
"332",3,"MELFORT","2019","AAC Prairie Sunshine","3",124,75,1,6.05,37.8628,"MELFORT_2019"
"333",1,"MELFORT","2019","FP2566","3",123,75,1,6.31,37.7804,"MELFORT_2019"
"334",1,"MELFORT","2019","FP2595","3",126,73,1,6.71,37.6362,"MELFORT_2019"
"335",2,"MELFORT","2019","CDC Rowland","3",129,70,1,7.42,37.5744,"MELFORT_2019"
"336",2,"MELFORT","2019","FP2590","3",128,75,1,7.07,37.492,"MELFORT_2019"
"337",1,"MELFORT","2019","CDC Bethune","3",119,71,1,6.39,37.2448,"MELFORT_2019"
"338",1,"MELFORT","2019","FP2590","3",125,73,1,7.07,37.1624,"MELFORT_2019"
"339",3,"MELFORT","2019","ND Hammond","3",126,80,1,5.83,37.0388,"MELFORT_2019"
"340",2,"MELFORT","2019","CDC Bethune","3",117,80,1,6.37,37.0182,"MELFORT_2019"
"341",1,"MELFORT","2019","FP2593","3",126,73,1,7.54,36.8122,"MELFORT_2019"
"342",1,"MELFORT","2019","Topaz","3",120,72,1,6.37,36.6268,"MELFORT_2019"
"343",1,"MELFORT","2019","FP2573","3",123,76,1,6.74,36.565,"MELFORT_2019"
"344",2,"MELFORT","2019","AAC Bright","3",124,77,1,6.45,36.256,"MELFORT_2019"
"345",1,"MELFORT","2019","AAC Bright","3",121,70,1,6.27,35.9882,"MELFORT_2019"
"346",1,"MELFORT","2019","FP2589","3",122,72,1,7.14,35.7822,"MELFORT_2019"
"347",1,"MELFORT","2019","CDC Glas","3",119,76,1,5.71,35.7616,"MELFORT_2019"
"348",2,"MELFORT","2019","AAC Prairie Sunshine","3",126,78,1,6.13,35.741,"MELFORT_2019"
"349",1,"MELFORT","2019","AAC Prairie Sunshine","3",126,75,1,6.03,35.2672,"MELFORT_2019"
"350",1,"MELFORT","2019","FP2591","3",124,70,1,6.6,34.9376,"MELFORT_2019"
"351",2,"MELFORT","2019","FP2567","3",124,76,1,7.08,34.6698,"MELFORT_2019"
"352",2,"MELFORT","2019","ND Hammond","3",126,80,1,5.69,33.4338,"MELFORT_2019"
"353",1,"MELFORT","2019","ND Hammond","3",125,78,1,5.61,33.0218,"MELFORT_2019"
"354",2,"MELFORT","2019","CDC Buryu","3",123,75,1,6.51,32.3832,"MELFORT_2019"
"355",3,"MELFORT","2019","CDC Dorado","3",115,63,1,6.18,32.3832,"MELFORT_2019"
"356",2,"MELFORT","2019","CDC Dorado","3",123,60,1,6.46,32.342,"MELFORT_2019"
"357",1,"MELFORT","2019","CDC Dorado","3",122,65,1,6.39,30.8382,"MELFORT_2019"
"358",1,"MELFORT","2019","CDC Buryu","3",119,78,1,6.26,30.3026,"MELFORT_2019"
"359",1,"MELFORT","2019","FP2567","3",119,78,1,6.9,30.282,"MELFORT_2019"
"360",3,"MELFORT","2019","CDC Rowland","3",128,68,1,7.25,NA,"MELFORT_2019"
"361",1,"MELITA","2019","FP2593","1",95,63,1,6.14,33.0845542459373,"MELITA_2019"
"362",2,"MELITA","2019","FP2573","1",95,55,1,5.43,32.9155868696685,"MELITA_2019"
"363",2,"MELITA","2019","FP2590","1",95,53,1,5.7,32.1231445110848,"MELITA_2019"
"364",1,"MELITA","2019","FP2595","1",95,59,2,5.41,31.6348082367584,"MELITA_2019"
"365",1,"MELITA","2019","FP2594","1",95,60,1,5.64,31.0052219321149,"MELITA_2019"
"366",2,"MELITA","2019","FP2594","1",95,67,2,5.24,30.7323808718686,"MELITA_2019"
"367",2,"MELITA","2019","FP2567","1",95,59,1,5.62,30.572085760108,"MELITA_2019"
"368",2,"MELITA","2019","FP2592","1",94,56,2,6.01,30.4515850596359,"MELITA_2019"
"369",2,"MELITA","2019","CDC Rowland","1",95,54,1,5.83,30.3870016513329,"MELITA_2019"
"370",2,"MELITA","2019","FP2591","1",94,52,1,5.46,30.1680840084263,"MELITA_2019"
"371",1,"MELITA","2019","FP2590","1",95,58,1,5.49,29.8203295484166,"MELITA_2019"
"372",1,"MELITA","2019","FP2591","1",95,62,2,5.68,29.7942959085938,"MELITA_2019"
"373",2,"MELITA","2019","FP2566","1",95,63,2,5.16,29.7188381792202,"MELITA_2019"
"374",2,"MELITA","2019","CDC Glas","1",92,53,2,4.91,29.3766956739302,"MELITA_2019"
"375",3,"MELITA","2019","FP2594","1",96,58,2,5.4,29.181442357118,"MELITA_2019"
"376",1,"MELITA","2019","FP2592","1",95,61,1,6.27,29.1507549252296,"MELITA_2019"
"377",2,"MELITA","2019","FP2593","1",94,59,2,5.8,29.1429061024902,"MELITA_2019"
"378",1,"MELITA","2019","FP2566","1",93,61,1,5.13,28.9935012019721,"MELITA_2019"
"379",2,"MELITA","2019","ND Hammond","1",96,69,1,5.03,28.9088299346276,"MELITA_2019"
"380",2,"MELITA","2019","FP2589","1",95,58,1,5.84,28.7619957697063,"MELITA_2019"
"381",1,"MELITA","2019","FP2567","1",95,63,1,5.64,28.6520128388763,"MELITA_2019"
"382",1,"MELITA","2019","CDC Dorado","1",94,57,2,5.53,28.5301026762954,"MELITA_2019"
"383",3,"MELITA","2019","FP2591","1",96,53,3,5.77,28.4513614815646,"MELITA_2019"
"384",1,"MELITA","2019","CDC Bethune","1",93,51,1,5.28,28.4194500756186,"MELITA_2019"
"385",2,"MELITA","2019","CDC Buryu","1",95,66,1,5.56,28.3253205128205,"MELITA_2019"
"386",2,"MELITA","2019","CDC Bethune","1",92,50,2,5.26,28.2750091932564,"MELITA_2019"
"387",2,"MELITA","2019","FP2595","1",95,67,2,5.24,28.2055355899216,"MELITA_2019"
"388",2,"MELITA","2019","AAC Marvelous","1",95,65,1,5.22,28.1385517827862,"MELITA_2019"
"389",1,"MELITA","2019","AAC Prairie Sunshine","1",95,62,1,5,28.0538614504688,"MELITA_2019"
"390",3,"MELITA","2019","FP2573","1",95,62,1,5.31,28.0482075744435,"MELITA_2019"
"391",2,"MELITA","2019","Topaz","1",92,64,1,5.27,27.8491598188568,"MELITA_2019"
"392",2,"MELITA","2019","AAC Bright","1",92,53,1,5.35,27.7796249651141,"MELITA_2019"
"393",2,"MELITA","2019","AAC Prairie Sunshine","1",95,61,1,4.98,27.6994453741595,"MELITA_2019"
"394",1,"MELITA","2019","FP2589","1",95,57,1,5.96,27.5258512570871,"MELITA_2019"
"395",1,"MELITA","2019","ND Hammond","1",95,60,1,5.07,27.2850488821865,"MELITA_2019"
"396",3,"MELITA","2019","AAC Prairie Sunshine","1",98,67,1,4.9,27.2848685116343,"MELITA_2019"
"397",3,"MELITA","2019","CDC Rowland","1",96,57,3,5.74,27.2723294385366,"MELITA_2019"
"398",1,"MELITA","2019","CDC Rowland","1",95,65,1,5.9,27.1715674748272,"MELITA_2019"
"399",2,"MELITA","2019","CDC Dorado","1",92,47,3,5.39,27.0419134235759,"MELITA_2019"
"400",3,"MELITA","2019","Topaz","1",93,65,2,5.28,27.0253884753857,"MELITA_2019"
"401",3,"MELITA","2019","FP2566","1",93,58,1,5.06,27.0081417351737,"MELITA_2019"
"402",1,"MELITA","2019","CDC Glas","1",95,61,1,4.94,26.6837853483022,"MELITA_2019"
"403",1,"MELITA","2019","FP2573","1",95,68,1,5.48,26.6034826675292,"MELITA_2019"
"404",1,"MELITA","2019","CDC Buryu","1",95,66,1,5.51,26.5090778318292,"MELITA_2019"
"405",3,"MELITA","2019","CDC Bethune","1",93,60,2,5.27,26.5016683066495,"MELITA_2019"
"406",3,"MELITA","2019","FP2590","1",95,56,1,5.43,26.0646752491642,"MELITA_2019"
"407",3,"MELITA","2019","AAC Marvelous","1",99,57,1,5.55,26.039599775814,"MELITA_2019"
"408",3,"MELITA","2019","CDC Dorado","1",93,51,3,5.56,25.9937251157948,"MELITA_2019"
"409",3,"MELITA","2019","FP2593","1",96,56,2,5.8,25.7117366324921,"MELITA_2019"
"410",3,"MELITA","2019","FP2595","1",95,54,2,5.11,25.6735359596176,"MELITA_2019"
"411",1,"MELITA","2019","AAC Marvelous","1",95,57,1,5.44,25.658974386573,"MELITA_2019"
"412",3,"MELITA","2019","ND Hammond","1",100,60,1,5.14,25.3383302597641,"MELITA_2019"
"413",3,"MELITA","2019","FP2589","1",98,60,1,6.01,25.3010532854708,"MELITA_2019"
"414",3,"MELITA","2019","CDC Glas","1",98,68,1,4.98,24.9947832220073,"MELITA_2019"
"415",3,"MELITA","2019","FP2592","1",95,58,2,6.03,24.9911629551078,"MELITA_2019"
"416",1,"MELITA","2019","AAC Bright","1",95,60,1,5.4,24.9605225380419,"MELITA_2019"
"417",3,"MELITA","2019","CDC Buryu","1",95,62,2,5.54,24.7481775160161,"MELITA_2019"
"418",1,"MELITA","2019","Topaz","1",95,59,1,5.33,24.6055926724371,"MELITA_2019"
"419",3,"MELITA","2019","FP2567","1",95,59,1,5.56,24.4624510033236,"MELITA_2019"
"420",3,"MELITA","2019","AAC Bright","1",95,62,2,5.47,24.0440369847986,"MELITA_2019"
"421",2,"REDVERS","2019","FP2591","1",106,54,1,6.29,31.1965811965812,"REDVERS_2019"
"422",2,"REDVERS","2019","FP2594","1",105,57,1,6.07,30.982905982906,"REDVERS_2019"
"423",2,"REDVERS","2019","FP2566","1",104,57,1,5.27,30.5555555555556,"REDVERS_2019"
"424",2,"REDVERS","2019","FP2592","1",104,59,1,6.42,30.5555555555556,"REDVERS_2019"
"425",2,"REDVERS","2019","FP2593","1",97,59,1,6.28,29.2735042735043,"REDVERS_2019"
"426",1,"REDVERS","2019","FP2591","1",102,52,1,6.06,28.2051282051282,"REDVERS_2019"
"427",2,"REDVERS","2019","CDC Glas","1",93,60.5,1,4.73,27.7777777777778,"REDVERS_2019"
"428",1,"REDVERS","2019","FP2592","1",96,58,1,6.12,27.7777777777778,"REDVERS_2019"
"429",1,"REDVERS","2019","FP2566","1",95,53,1,5.06,27.3504273504274,"REDVERS_2019"
"430",2,"REDVERS","2019","AAC Prairie Sunshine","1",94,60.5,1,4.97,27.1367521367521,"REDVERS_2019"
"431",1,"REDVERS","2019","AAC Marvelous","1",96,63,1,5.3,26.4957264957265,"REDVERS_2019"
"432",3,"REDVERS","2019","FP2591","1",102,52,1,6.2,26.4957264957265,"REDVERS_2019"
"433",1,"REDVERS","2019","FP2595","1",97,57,1,5.46,26.4957264957265,"REDVERS_2019"
"434",2,"REDVERS","2019","FP2595","1",97,51,1,5.54,26.4957264957265,"REDVERS_2019"
"435",1,"REDVERS","2019","FP2589","1",95,59,1,6.14,26.2820512820513,"REDVERS_2019"
"436",1,"REDVERS","2019","FP2590","1",94,61,1,5.66,26.2820512820513,"REDVERS_2019"
"437",2,"REDVERS","2019","FP2590","1",99,54,1,5.8,26.2820512820513,"REDVERS_2019"
"438",1,"REDVERS","2019","FP2594","1",93,59,1,5.69,26.0683760683761,"REDVERS_2019"
"439",1,"REDVERS","2019","Topaz","1",94,52,1,5.34,25.8547008547009,"REDVERS_2019"
"440",2,"REDVERS","2019","FP2567","1",97,65,1,5.55,25.6410256410256,"REDVERS_2019"
"441",2,"REDVERS","2019","Topaz","1",96,61,1,5.19,25.6410256410256,"REDVERS_2019"
"442",3,"REDVERS","2019","FP2594","1",97,54,1,5.52,25.2136752136752,"REDVERS_2019"
"443",2,"REDVERS","2019","AAC Bright","1",98,61,1,5.01,25,"REDVERS_2019"
"444",3,"REDVERS","2019","FP2593","1",95,57,1,6.17,25,"REDVERS_2019"
"445",1,"REDVERS","2019","AAC Prairie Sunshine","1",98,57,1,5.04,24.7863247863248,"REDVERS_2019"
"446",2,"REDVERS","2019","CDC Buryu","1",91,59.5,1,5.3,24.7863247863248,"REDVERS_2019"
"447",2,"REDVERS","2019","FP2589","1",97,58,1,6.12,24.5726495726496,"REDVERS_2019"
"448",3,"REDVERS","2019","FP2592","1",102,59,1,6.11,24.5726495726496,"REDVERS_2019"
"449",1,"REDVERS","2019","CDC Buryu","1",95,56,1,5.08,24.3589743589744,"REDVERS_2019"
"450",2,"REDVERS","2019","FP2573","1",92,59,1,5.35,24.3589743589744,"REDVERS_2019"
"451",2,"REDVERS","2019","CDC Bethune","1",92,54,1,5.22,24.1452991452991,"REDVERS_2019"
"452",3,"REDVERS","2019","FP2590","1",92,58,1,5.94,24.1452991452991,"REDVERS_2019"
"453",3,"REDVERS","2019","FP2573","1",92,58,1,5.47,23.9316239316239,"REDVERS_2019"
"454",1,"REDVERS","2019","ND Hammond","1",93,64,1,4.8,23.7179487179487,"REDVERS_2019"
"455",3,"REDVERS","2019","Topaz","1",94,57,1,5.29,23.7179487179487,"REDVERS_2019"
"456",1,"REDVERS","2019","FP2567","1",99,58,1,5.44,23.5042735042735,"REDVERS_2019"
"457",1,"REDVERS","2019","CDC Bethune","1",93,57,1,5.06,23.2905982905983,"REDVERS_2019"
"458",3,"REDVERS","2019","FP2595","1",91,53.5,1,5.45,23.2905982905983,"REDVERS_2019"
"459",3,"REDVERS","2019","CDC Bethune","1",93,65,1,5.57,23.0769230769231,"REDVERS_2019"
"460",1,"REDVERS","2019","CDC Rowland","1",103,63,1,6.06,23.0769230769231,"REDVERS_2019"
"461",3,"REDVERS","2019","FP2566","1",92,58.5,1,5.13,23.0769230769231,"REDVERS_2019"
"462",3,"REDVERS","2019","FP2589","1",97,58,1,6.27,23.0769230769231,"REDVERS_2019"
"463",1,"REDVERS","2019","FP2593","1",101,51,1,6.1,23.0769230769231,"REDVERS_2019"
"464",2,"REDVERS","2019","AAC Marvelous","1",105,62,1,5.4,22.8632478632479,"REDVERS_2019"
"465",3,"REDVERS","2019","FP2567","1",99,59.5,1,5.92,22.8632478632479,"REDVERS_2019"
"466",2,"REDVERS","2019","CDC Dorado","1",91,46,1,5.52,22.6495726495727,"REDVERS_2019"
"467",1,"REDVERS","2019","CDC Glas","1",93,56,1,4.69,22.6495726495727,"REDVERS_2019"
"468",2,"REDVERS","2019","CDC Rowland","1",103,56,1,6.08,22.6495726495727,"REDVERS_2019"
"469",1,"REDVERS","2019","AAC Bright","1",97,58,1,5.07,22.4358974358974,"REDVERS_2019"
"470",3,"REDVERS","2019","CDC Glas","1",94,55.5,1,4.84,22.4358974358974,"REDVERS_2019"
"471",3,"REDVERS","2019","AAC Marvelous","1",101,60,1,5.3,22.2222222222222,"REDVERS_2019"
"472",1,"REDVERS","2019","FP2573","1",93,55,1,5.28,22.008547008547,"REDVERS_2019"
"473",3,"REDVERS","2019","CDC Rowland","1",94,57,1,5.99,21.5811965811966,"REDVERS_2019"
"474",1,"REDVERS","2019","CDC Dorado","1",91,49,1,5.24,20.9401709401709,"REDVERS_2019"
"475",3,"REDVERS","2019","AAC Bright","1",102,60.5,1,5.34,20.2991452991453,"REDVERS_2019"
"476",3,"REDVERS","2019","CDC Dorado","1",91,59,1,5.31,20.0854700854701,"REDVERS_2019"
"477",2,"REDVERS","2019","ND Hammond","1",98,64,1,4.64,19.6581196581197,"REDVERS_2019"
"478",3,"REDVERS","2019","CDC Buryu","1",92,53,1,5.2,19.017094017094,"REDVERS_2019"
"479",3,"REDVERS","2019","AAC Prairie Sunshine","1",99,59,1,5.09,18.8034188034188,"REDVERS_2019"
"480",3,"REDVERS","2019","ND Hammond","1",101,57,1,5.05,17.3076923076923,"REDVERS_2019"
"481",3,"ROBLIN","2019","FP2593","3",104,53,1,6.62,29.5001263104711,"ROBLIN_2019"
"482",1,"ROBLIN","2019","FP2595","3",119,53,1,6.26,28.0393772893773,"ROBLIN_2019"
"483",3,"ROBLIN","2019","FP2566","3",119,58,1,5.92,27.9273566190402,"ROBLIN_2019"
"484",3,"ROBLIN","2019","FP2590","3",119,48.5,1,6.49,27.070762912652,"ROBLIN_2019"
"485",2,"ROBLIN","2019","FP2593","3",119,58,1,6.89,26.9731354863738,"ROBLIN_2019"
"486",3,"ROBLIN","2019","FP2592","3",119,59.5,1,6.82,26.8549912147473,"ROBLIN_2019"
"487",3,"ROBLIN","2019","FP2573","3",114,58,1,6.19,26.749367471017,"ROBLIN_2019"
"488",1,"ROBLIN","2019","FP2573","3",104,58.5,1,6.19,26.0478118372855,"ROBLIN_2019"
"489",3,"ROBLIN","2019","FP2567","3",111,59.5,1,6.45,26.0299306938818,"ROBLIN_2019"
"490",3,"ROBLIN","2019","FP2591","3",118,53.5,1,6.25,25.6623076923077,"ROBLIN_2019"
"491",2,"ROBLIN","2019","FP2591","3",119,55,1,6.44,25.544706959707,"ROBLIN_2019"
"492",2,"ROBLIN","2019","FP2592","3",105,53,1,6.75,25.4386813186813,"ROBLIN_2019"
"493",2,"ROBLIN","2019","CDC Buryu","3",118,63.5,1,6.01,25.3420699383432,"ROBLIN_2019"
"494",1,"ROBLIN","2019","FP2591","3",119,54,1,6.55,25.0429846184563,"ROBLIN_2019"
"495",3,"ROBLIN","2019","Topaz","3",119,60,1,5.81,25.00104020388,"ROBLIN_2019"
"496",3,"ROBLIN","2019","FP2594","3",119,60,1,6.3,24.810815056631,"ROBLIN_2019"
"497",2,"ROBLIN","2019","FP2573","3",106,57.5,1,6.14,24.3718740329742,"ROBLIN_2019"
"498",1,"ROBLIN","2019","FP2566","3",102,57.5,1,5.73,24.0895718864469,"ROBLIN_2019"
"499",3,"ROBLIN","2019","CDC Bethune","3",104,57,1,5.89,24.0423807229653,"ROBLIN_2019"
"500",1,"ROBLIN","2019","FP2594","3",119,58.5,1,6.37,23.516843340026,"ROBLIN_2019"
"501",2,"ROBLIN","2019","CDC Rowland","3",119,60,1,6.68,23.5052043665905,"ROBLIN_2019"
"502",2,"ROBLIN","2019","FP2595","3",109,54,1,6.16,23.4880499038915,"ROBLIN_2019"
"503",1,"ROBLIN","2019","FP2592","3",119,51.5,1,6.67,23.3845354381069,"ROBLIN_2019"
"504",2,"ROBLIN","2019","FP2589","3",119,54,1,6.77,23.2164923429984,"ROBLIN_2019"
"505",1,"ROBLIN","2019","ND Hammond","3",110,58.5,1,5.47,23.1213253020719,"ROBLIN_2019"
